Sentence,Artistic Process,Best Selling Books,Blueprints Toolkit,Business Models,Discovery Invention,Expert Advice Recommentations,Governance Structure,Health Regimes,Industry Standards,Lifestyle,Operations Manual,Philosopy Values,Production Method,Regulations,Solutions Playbooks,Strategies,Category_Tag,Filename
"One example is the reasoning 
and recognition of patterns which may apply 
to numeracy and literacy activities.",2.506215,4.703177,9.327156,6.731722,4.432582,12.638009,2.713597,6.85115,8.017812,6.008898,5.388987,13.0748,4.644856,3.465758,7.744441,1.750839,Philosopy Values,UNESCO-Kim-Care_Africa-ministudy-2020.pdf
"Note that 
as mentioned earlier, literacy and numeracy are 
considered to be 21CS in some frameworks (e.g., 
P21 Partnerships for 21st Century Learning; Battelle 
for Kids, n.d.).",1.569943,5.178587,5.296876,4.486347,4.944442,21.160713,5.695727,3.907411,13.273103,3.714724,1.384972,11.43262,1.694279,8.765611,5.479963,2.014682,Expert Advice Recommentations,UNESCO-Kim-Care_Africa-ministudy-2020.pdf
"In fact, many tools captured literacy 
and numeracy skills (26% of the collected tools 
and items).",2.824616,5.059562,26.889028,3.027327,4.725081,17.743202,1.579272,3.07747,5.602944,2.671343,3.704968,8.527229,3.99913,4.214605,5.277348,1.076875,Blueprints Toolkit,UNESCO-Kim-Care_Africa-ministudy-2020.pdf
"There has been some criticism of the 
21CS movement due to differing views about what 
constitutes capabilities that are specific to the 
21st century.",1.21371,3.943255,5.683946,5.156402,5.804573,12.993604,5.782911,1.716739,7.807827,2.252363,0.769354,18.048964,1.649284,7.37268,3.693614,16.110773,Philosopy Values,UNESCO-Kim-Care_Africa-ministudy-2020.pdf
"Yet, it is not the emergence of these 
capabilities within this century, but rather their 
growth in value that has led to their prominence.",1.041027,5.143449,2.587396,7.038505,24.404774,6.100918,3.137303,1.374362,4.564414,4.215629,0.544796,17.858892,2.496038,4.97211,1.731118,12.789269,Discovery Invention,UNESCO-Kim-Care_Africa-ministudy-2020.pdf
"In three items, abstract reasoning was targeted outside of a subject area (see Figure 3 for example).",3.213715,7.527418,10.711755,7.696359,5.4642,16.907178,1.885149,3.552855,5.577439,4.568318,3.176615,12.241223,3.186211,5.83187,4.637165,3.82253,Expert Advice Recommentations,UNESCO-Kim-Care_Africa-ministudy-2020.pdf
"However, most of the items were similar to the 
example in Figure 4 (where analytical skills, such as 
ability to identify patterns and gather information, 
are applied to numeracy areas).",2.783458,3.900978,27.184221,6.240584,5.894202,11.48023,1.082744,2.510053,7.074209,2.507351,5.320872,2.896667,6.504931,4.037265,8.238095,2.344139,Blueprints Toolkit,UNESCO-Kim-Care_Africa-ministudy-2020.pdf
"Here, students would 
identify the pattern (aspect of analytical skills), and 
once the pattern is found (i.e., subtract 13 from each 
number), the same formula can be applied to find 
the answer.",2.867814,7.642366,4.01757,10.454336,11.010438,7.145619,1.094523,3.581115,7.740343,2.178857,6.092702,8.826936,12.846997,3.747139,6.444492,4.308753,Production Method,UNESCO-Kim-Care_Africa-ministudy-2020.pdf
"In other words, the way that analytic 
skills are drawn upon is in a specific reference to 
mathematics.",2.154739,5.208435,5.916468,3.954398,13.976881,18.488878,1.423666,2.394632,6.191358,3.015201,3.948484,13.044947,5.122031,2.093793,8.052653,5.013436,Expert Advice Recommentations,UNESCO-Kim-Care_Africa-ministudy-2020.pdf
21CS are not the primary focus of assessment.,2.437627,4.339341,3.285759,3.242169,3.287406,17.180937,2.791383,4.641505,25.61566,2.102161,0.959293,6.282275,2.445321,14.442759,3.072048,3.874357,Industry Standards,UNESCO-Kim-Care_Africa-ministudy-2020.pdf
"Some countries clearly sourced tools that had 
the indirect capacity to capture 21CS to a greater 
degree than others.",1.445878,1.569614,10.592395,6.993792,8.661119,8.494151,2.006625,2.501983,21.195326,1.068592,1.318775,1.752151,11.984651,11.811072,2.392978,6.210898,Industry Standards,UNESCO-Kim-Care_Africa-ministudy-2020.pdf
"For example, of the five tools 
that DRC provided, four of these had an indirect 
capacity.",1.225368,2.377122,12.533165,6.074928,4.296624,8.995243,1.642007,1.298795,22.872129,0.888726,9.876433,0.955841,7.552457,8.731178,7.296261,3.383723,Industry Standards,UNESCO-Kim-Care_Africa-ministudy-2020.pdf
"Issues in understanding the nature of 
skills, as well as the actual type and format of tools 
can contribute to difficulties in the identification of 
whether a tool captures 21CS.",7.755537,3.598378,31.292428,2.823702,3.647804,8.158592,2.272548,1.328444,7.336314,1.134324,3.465067,5.620334,6.584381,4.048748,7.901837,3.031561,Blueprints Toolkit,UNESCO-Kim-Care_Africa-ministudy-2020.pdf
"Almost all of the tools were embedded within 
specific subject areas, with the exception of five 
from Zambia that were based on “psychometric” 
test items.",2.743045,6.537258,32.137675,2.077704,4.725282,21.058412,1.09995,1.552188,8.346879,1.836732,3.917132,1.574715,3.977312,3.342838,3.769355,1.303525,Blueprints Toolkit,UNESCO-Kim-Care_Africa-ministudy-2020.pdf
"Figure 2 lists subjects from which tools 
were provided.",2.111175,5.032372,46.007771,2.103904,4.441823,3.574464,1.090688,1.541662,4.291805,1.201105,11.314258,1.207748,1.952356,2.853997,10.27786,0.997013,Blueprints Toolkit,UNESCO-Kim-Care_Africa-ministudy-2020.pdf
"The majority of the tools were from 
language and literacy, mathematics, or science and 
technology areas.",4.832186,4.888997,15.161108,2.863468,16.591966,13.849253,1.592902,2.766378,5.865253,2.93373,5.214909,3.902834,8.220352,3.208836,5.158422,2.949405,Discovery Invention,UNESCO-Kim-Care_Africa-ministudy-2020.pdf
"This is similar to the findings in 
the Asia study, where the most common subject 
areas were language and literacy and the sciences 
(Care, Vista et al.,",2.193168,9.92886,1.824648,2.207251,17.956494,22.271634,1.556862,4.588899,10.287447,6.923637,2.056979,5.258148,1.733352,6.022314,3.299157,1.891152,Expert Advice Recommentations,UNESCO-Kim-Care_Africa-ministudy-2020.pdf
2019).,1.062573,5.242681,2.329027,2.745494,3.824119,8.437914,1.122295,2.153387,14.997432,1.578859,2.467298,3.798107,1.548239,41.794337,2.895941,4.002297,Regulations,UNESCO-Kim-Care_Africa-ministudy-2020.pdf
"7 6 
1 5 20 
18 27 
2 
0 5 10 15 20 25 30 
Arts & EntrepreneurshipCivics/Moral Education
Health and Environment
History/GeographyLanguage & Literacy
Mathematics
Science & TechnologySocial Studies
Source: Country Studies (2018, 2019) : OAA Mini-Study, UNESCOFigure 2.",1.955776,10.508245,4.603149,3.729422,8.102333,9.473009,3.244677,2.911308,8.21978,12.474931,1.627691,13.61322,1.739904,10.147316,5.205769,2.443469,Philosopy Values,UNESCO-Kim-Care_Africa-ministudy-2020.pdf
"Tools distributed across subject areas
Source: Zambia Country Study (2018) : OAA Mini-Study, UNESCOFigure 3.",1.780838,4.979938,21.561368,2.854772,2.658682,12.259857,2.885879,1.900256,19.277103,2.951674,3.405693,2.640627,2.369436,8.709888,8.062697,1.701292,Blueprints Toolkit,UNESCO-Kim-Care_Africa-ministudy-2020.pdf
"Abstract reasoning item from Zambia
WHICH ONE COMES NEXT?23
Confounding knowledge with skill: Another issue has 
to do with distinguishing between what constitutes 
subject-based knowledge founded on rote learning 
and what constitutes a 21CS.",2.854214,13.676729,5.616807,3.261499,6.173992,17.49462,4.005135,2.957073,7.904633,2.879541,3.787505,10.92015,3.597704,7.688749,4.411448,2.770203,Expert Advice Recommentations,UNESCO-Kim-Care_Africa-ministudy-2020.pdf
"For example, media and 
information literacy includes the ability to obtain and 
analyse information through ICTs, critically evaluate information and media content, and apply ICTs 
ethically.",4.266951,1.941826,5.564795,6.315536,2.535259,23.428477,2.77118,3.097651,9.786885,12.091062,1.126059,11.770572,2.814096,5.356725,3.579562,3.553364,Expert Advice Recommentations,UNESCO-Kim-Care_Africa-ministudy-2020.pdf
"Items that require students to label parts 
of a laptop (Figure 6) and match the parts with the 
functions, albeit an important knowledge aspect of 
media and information literacy, does not actually 
constitute as a skill.",6.582893,5.917,8.729706,6.578068,2.981279,17.472144,1.630388,3.02009,14.489244,3.385016,6.499578,3.60056,3.749467,5.959464,7.551546,1.853557,Expert Advice Recommentations,UNESCO-Kim-Care_Africa-ministudy-2020.pdf
"This type of item 
contrasts with the 
example in Figure 5, 
where analytical skills 
can be applied to 
explain a phenomenon 
like the transmission 
of albinism.",4.270477,10.735696,8.007972,5.79422,11.168726,7.028749,1.403161,5.70417,11.975621,2.275906,4.018707,4.169736,6.86849,6.044868,7.8456,2.687901,Industry Standards,UNESCO-Kim-Care_Africa-ministudy-2020.pdf
"Skills 
to draw upon for 
this item include 
gathering information, 
analyzing, reflecting, 
and synthesizing 
information—these 
processes can be 
widely applied and 
transferred to new and 
different situations.",6.163348,2.459244,17.21498,6.731987,3.289562,20.420162,1.553377,1.360527,2.845581,2.574137,2.963661,3.489849,10.033303,2.62365,8.429526,7.847107,Expert Advice Recommentations,UNESCO-Kim-Care_Africa-ministudy-2020.pdf
"Source: Mali Country Study (2019):
OAA Mini-Study, UNESCOFigure 5.",1.644515,11.295299,2.446027,4.720627,7.11856,7.721943,3.492632,2.567516,19.211293,3.304978,1.475748,3.469527,1.845556,22.965303,4.108397,2.61208,Regulations,UNESCO-Kim-Care_Africa-ministudy-2020.pdf
"Item from Mali that indirectly 
captures 21st century skills
 Les	réflexions	d’Abdou	 :	
«	Je	ne	comprends	pas,	dans	mon	quartier,	il	
existe	deux	familles	dans	lesque lles	il	n’y	‘a	
aucun	« 	enfant	albinos 	»	cependant,	le	mariage	
entre	leurs	enfants	donne	plus	«	 d’enfants	
albinos 	»	que	d’enfants	de	teint	normal.",2.184059,44.63469,1.853745,3.369716,5.446372,6.252134,2.856598,4.557547,3.712731,4.873704,0.767873,6.26621,1.902436,7.856666,1.593172,1.872347,Best Selling Books,UNESCO-Kim-Care_Africa-ministudy-2020.pdf
"Pour te permettre de répondre à Abdou, on te propose en document 1 , l’arbre généalogique des 
deux familles.",1.204244,27.248595,2.593627,3.65748,11.582356,6.792128,2.891059,4.154929,8.168572,3.452826,1.516971,10.413785,1.406927,9.311782,3.758013,1.846706,Best Selling Books,UNESCO-Kim-Care_Africa-ministudy-2020.pdf
"Consigne 	:	
En exploitant le document 1et en utilisant la démarche de résolution de problème,  explique à Abdou comment se transmet le gène responsable 
de l’albinisme.",1.892302,15.311513,2.88087,3.796957,23.216121,4.04337,1.618527,6.946305,10.674201,1.917647,2.949052,4.759588,3.268176,9.207503,5.079945,2.437924,Discovery Invention,UNESCO-Kim-Care_Africa-ministudy-2020.pdf
"Abdou's	reflections: 	
I	do	not	understand,	in	my	neighborhood,	there	
are	two	families 	in	which	there	is	no	""albino	
child""	however,	the	marriage	between	their	
children	gives	more	""albino	children""	than	
children	of	normal	complexion.",1.827593,42.113268,0.980324,3.520092,4.749876,6.186092,3.22807,7.227328,2.480052,6.219127,0.69838,9.822445,2.012015,6.039511,1.193937,1.70189,Best Selling Books,UNESCO-Kim-Care_Africa-ministudy-2020.pdf
"To allow you to answer Abdou, we present in document 1, the family tree of the two families.",1.194116,24.52219,2.71686,3.914097,10.111347,5.083872,3.357218,4.958824,9.397956,4.13781,2.06978,7.606214,1.344493,11.658084,6.334014,1.593126,Best Selling Books,UNESCO-Kim-Care_Africa-ministudy-2020.pdf
"Instructions: 	
By using document 1 and using the problem -
solving approach, explain to Abdou how the gene 
responsible for albinism is transmitted.",1.74868,14.732902,3.119895,3.116438,19.229163,2.722995,1.74812,6.319118,12.982794,1.833565,5.299496,3.591962,3.076741,8.927494,9.477787,2.07285,Discovery Invention,UNESCO-Kim-Care_Africa-ministudy-2020.pdf
"Source: Senegal Country Study (2019) : OAA Mini-Study, UNESCO Figure 6.",1.75475,8.04468,2.486132,3.078949,4.737704,5.400962,2.441967,2.750444,24.416082,3.752239,1.672747,2.717968,2.999077,28.339609,3.765879,1.640811,Regulations,UNESCO-Kim-Care_Africa-ministudy-2020.pdf
"Item from Senegal targeting primarily domain-specific knowledge
Here is a laptop.",1.690247,7.974703,13.187127,9.034474,6.815748,7.446248,1.975628,1.776241,19.657349,4.074542,4.584446,1.422053,1.415502,10.407101,6.611808,1.926785,Industry Standards,UNESCO-Kim-Care_Africa-ministudy-2020.pdf
"Its three main parts 
are a keyboard, screen, and mouseWrite each part against its appropriate 
position: keyboard, screen, mouseWrite each part lined up with its 
function: show text and images, 
connect, to write, move
A.
B.
C.A.
B.
C.
Fill in the missing number:
170     157     144     131  
Source: Kenya Country Study (2019) : 
OAA Mini-Study, UNESCO Figure 4.",8.984146,7.521502,11.482607,3.889604,7.701323,6.994773,3.372987,3.680615,12.714825,2.143012,4.462489,1.663296,4.923473,12.3194,6.550836,1.595111,Industry Standards,UNESCO-Kim-Care_Africa-ministudy-2020.pdf
"Item from Kenya that primarily 
captures numeracy skillsCapturing 21st Century Skills:  Analysis of assessments in selected sub-Saharan African countries24
most common purpose of the national level tools that 
they have submitted, while nearly all countries indicated 
that the most common purpose for their school level 
tools was for teaching and reporting.",2.316282,6.037162,21.28298,2.741663,3.579628,17.085135,2.731072,2.464445,13.335581,2.434545,3.119534,4.860413,3.49801,7.936138,5.007795,1.569617,Blueprints Toolkit,UNESCO-Kim-Care_Africa-ministudy-2020.pdf
"Tool format 
In addition to identifying the main purpose of the 
tool, the type or format of each tool was identified; 
specifically whether it was open format, such as asking 
open-ended questions, or closed format, such as a 
true or false question.",3.619627,1.800229,46.646171,4.185684,3.296822,8.608856,1.304047,1.843225,9.14042,0.679293,3.266562,3.363229,4.312149,4.068097,2.615207,1.250382,Blueprints Toolkit,UNESCO-Kim-Care_Africa-ministudy-2020.pdf
"Related to the format is how the 
tool is scored-whether it is dichotomous (e.g., correct/
incorrect) or based on a rating scale.",2.694864,3.382479,8.187052,3.007588,2.220909,11.896929,1.60376,2.702849,38.287414,1.087606,2.424681,4.008475,3.414279,9.219046,3.819653,2.042416,Industry Standards,UNESCO-Kim-Care_Africa-ministudy-2020.pdf
"Just over half of 
the tools were scored dichotomously, although the 
proportion varies widely between countries-ranging 
from all tools scored dichotomously to all tools scored 
through a rating scale.",2.53984,8.5489,12.295611,4.189148,4.459667,15.22942,2.130763,3.077409,17.218275,1.967825,3.25694,2.583394,5.603972,10.090843,4.471432,2.336559,Industry Standards,UNESCO-Kim-Care_Africa-ministudy-2020.pdf
"Of the 43 open format tools 
that were identified by the local researchers as being 
scored through a rating scale, no rubrics are available; 
thus, it is unclear how these were scored.",3.109158,5.691513,16.680161,2.012778,7.412013,8.469924,1.026923,2.016297,31.923723,1.201595,2.505813,2.024598,2.784342,7.472174,4.234379,1.434609,Industry Standards,UNESCO-Kim-Care_Africa-ministudy-2020.pdf
"Examples of 
dichotomous, rating scale, and open format tools are 
in Appendix F.
Scoring and reporting mechanisms
For each tool, country participants identified whether 
1) the tools that target or tap into 21CS are scored 
separately, and 2) whether the score is reported 
separately for 21CS (i.e., in addition to a global score, 
a separate 21CS score is also reported).",1.677436,2.526043,20.60851,5.305951,2.389521,8.500674,2.752598,2.724277,24.924638,1.234342,1.878334,3.27334,2.509471,12.146302,4.907157,2.641408,Industry Standards,UNESCO-Kim-Care_Africa-ministudy-2020.pdf
"No tools were 
verified as scoring or reporting 21CS separately.",5.26907,5.379009,21.129768,1.619021,4.323809,4.950719,2.291861,3.898742,23.969698,0.692189,2.568624,1.250667,5.379335,12.79377,3.141998,1.34172,Industry Standards,UNESCO-Kim-Care_Africa-ministudy-2020.pdf
"It can 
be concluded that this is due to the fact that the tools 
were not specifically designed to capture 21CS.",3.440783,4.286673,12.279778,2.715168,11.597617,5.004912,1.58648,2.545958,26.955736,0.831054,2.779181,2.199952,8.321545,9.027048,4.066976,2.361139,Industry Standards,UNESCO-Kim-Care_Africa-ministudy-2020.pdf
"They 
were identified as having the capacity to tap into 21CS 
as incidental to their primary function—which was 
to measure the core domain in which the 21CS are 
embedded.",1.175048,2.035932,5.088581,6.39984,9.12064,3.438987,4.701388,1.609398,37.484143,0.757698,2.014164,2.434419,2.242284,11.403735,6.794311,3.299432,Industry Standards,UNESCO-Kim-Care_Africa-ministudy-2020.pdf
"Specific 21st century skills and subskills 
captured by tools 
The country participants examined each tool collected 
at the national and school levels and identified skills 
at the construct level (e.g. problem solving).",2.718203,3.891765,18.52127,3.192637,5.985479,14.459429,4.249902,1.494293,5.094708,2.206775,3.510252,6.784208,7.560488,4.033226,11.393871,4.903494,Blueprints Toolkit,UNESCO-Kim-Care_Africa-ministudy-2020.pdf
"Based 
on descriptions of the skills (see Appendix E), they 
then identified capture of the skill at a more detailed 
level.",4.503925,4.834238,12.335622,4.128961,10.186627,14.149392,1.553564,2.721262,6.828498,1.862738,6.130785,3.557302,10.511323,5.474648,7.980364,3.240751,Expert Advice Recommentations,UNESCO-Kim-Care_Africa-ministudy-2020.pdf
"For example, an item can be described as 
capturing conflict resolution at the construct level and 
targeting the ability to identify areas of agreement and 
disagreement at a more detailed level.",5.638127,2.439268,12.077118,7.444562,1.79983,13.48203,5.850741,1.61508,6.160571,1.632368,1.420951,8.560723,3.706713,5.242088,18.617697,4.312136,Solutions Playbooks,UNESCO-Kim-Care_Africa-ministudy-2020.pdf
"The skills for which the country researchers sought Characteristics of collected  
tools and items
The collected tools vary, not only across national 
and school levels and whether they capture 21CS, 
but also in terms of 1) the primary purpose of the 
tool, 2) tool format, and 3) scoring and reporting 
mechanisms.",3.79121,4.683177,23.076846,4.185829,5.277253,12.731211,2.962926,1.880629,7.7559,1.838592,3.817524,5.616331,5.848846,7.157349,6.432112,2.944266,Blueprints Toolkit,UNESCO-Kim-Care_Africa-ministudy-2020.pdf
"Primary purpose
Countries were asked to provide information about 
the primary purpose of each tool.",3.364105,1.586872,17.774743,8.69319,2.909501,8.335868,7.518189,1.746704,14.598489,1.53113,3.851764,5.432901,4.953267,7.629687,4.416218,5.657373,Blueprints Toolkit,UNESCO-Kim-Care_Africa-ministudy-2020.pdf
"Options for purpose 
included for teaching, reporting, certification, and 
progression.",2.587119,1.71086,6.275689,1.976401,1.521301,44.586411,2.981302,1.079793,11.412134,2.511741,2.171755,2.618903,2.509872,3.301042,9.908715,2.846961,Expert Advice Recommentations,UNESCO-Kim-Care_Africa-ministudy-2020.pdf
"The majority of countries provided 
assessment tools that have teaching and reporting 
as the primary purpose.",2.094241,1.636818,6.556228,3.030476,3.096808,33.323455,3.382703,1.751517,18.620605,1.6301,2.202848,2.801177,3.687588,7.554509,6.43965,2.191276,Expert Advice Recommentations,UNESCO-Kim-Care_Africa-ministudy-2020.pdf
"For Mali, the most common 
purpose of tools was for certification, while Gambia’s 
most commonly stated purpose was for progression.",3.21199,3.592894,12.474193,3.319363,7.222414,10.852477,4.239942,1.717278,16.256086,2.165611,3.722751,5.415968,8.710837,8.508731,4.346876,4.242589,Industry Standards,UNESCO-Kim-Care_Africa-ministudy-2020.pdf
"The primary purpose is often dictated by the priorities 
of the assessment developers.",3.496012,1.231671,4.992189,4.482238,2.429226,23.204122,3.670548,1.404132,14.219025,3.177046,1.999329,12.50734,6.592531,3.914097,4.104098,8.576396,Expert Advice Recommentations,UNESCO-Kim-Care_Africa-ministudy-2020.pdf
"For example, nationally 
developed tools reflect national or systems level 
priorities while school-based tools will focus on the 
needs of the particular school.",1.626029,1.51794,25.264719,5.847506,1.367657,11.688064,9.349888,1.69948,10.966485,1.604335,2.978772,5.183282,3.301923,4.932702,5.608654,7.062565,Blueprints Toolkit,UNESCO-Kim-Care_Africa-ministudy-2020.pdf
"Across all countries, there 
was a balanced mix across national and sub-national 
sources of the assessments, with sub-national tools 
(primarily school-based) more numerous.",1.614555,2.935429,5.865612,3.364721,3.450397,21.109143,4.51599,2.636005,21.410432,2.476147,1.488344,3.836086,5.309191,14.533364,2.811672,2.642914,Industry Standards,UNESCO-Kim-Care_Africa-ministudy-2020.pdf
"Of the nine 
countries, only three indicated that certification is the Another example relates to self-management, which 
can be described as the ability to manage oneself, 
demonstrate self-restraint, accommodate others’ 
views, manage one’s use of time, and produce 
desired change in one’s behaviour.",1.265252,3.40314,3.454021,7.368162,2.52093,13.186081,10.936645,2.307846,6.218287,12.524413,1.908494,7.502611,3.354582,10.840296,6.116071,7.093167,Expert Advice Recommentations,UNESCO-Kim-Care_Africa-ministudy-2020.pdf
"Figure 7 is an item 
that was identified as targeting self-management.",1.644168,7.276646,17.517069,22.958665,2.105896,4.159019,4.57179,2.479636,5.194467,3.95383,3.53858,2.752503,1.616387,5.696793,9.070943,5.463608,Business Models,UNESCO-Kim-Care_Africa-ministudy-2020.pdf
"Similar to the previous item, this item may tap into 
knowledge but does not target processes involved 
in self-management, such as demonstrating the act 
of managing and restraining oneself or producing 
desired change in one’s behaviours.",1.829204,4.918885,9.105171,19.255781,2.310635,9.583389,4.455833,3.970705,3.260572,6.397409,3.421354,7.584523,4.622812,5.508168,7.460327,6.315233,Business Models,UNESCO-Kim-Care_Africa-ministudy-2020.pdf
"How should a teenage girl take care of herself to 
avoid unwanted pregnancies?",1.167025,9.073278,1.548027,3.284499,2.130561,39.950155,1.22273,9.465591,3.878835,8.30948,1.210415,5.251036,2.314143,6.817878,1.395568,2.980779,Expert Advice Recommentations,UNESCO-Kim-Care_Africa-ministudy-2020.pdf
"A. Have multiple partners for sex
B. Use a condom during sex
C. Bath daily after sex
D. Abstain from pre-marital sex
Source: Lesotho Country Study (2019) : OAA Mini-Study , UNESCOFigure 7.",1.407598,5.344768,1.616944,2.319579,4.994681,11.055976,1.432611,5.654188,14.73802,4.645136,2.711684,4.108169,3.375704,32.22861,1.785951,2.580381,Regulations,UNESCO-Kim-Care_Africa-ministudy-2020.pdf
"Item from Lesotho targeting domain-specific 
knowledge relating to self-management25
assessments were derived from a list of 21st century 
skills compiled by the participating countries.",1.127844,3.116719,18.629006,6.887717,2.840708,14.047782,4.378602,1.460731,11.846187,4.373767,2.239583,3.79605,3.025068,8.005113,8.07192,6.153203,Blueprints Toolkit,UNESCO-Kim-Care_Africa-ministudy-2020.pdf
"Each 
country identified the skills that were valued by 
their education contexts.",3.147849,2.808082,5.511178,3.964307,5.735521,18.776963,5.971623,2.133238,10.535514,3.48679,2.334719,13.67106,6.54292,6.222348,4.385033,4.772855,Expert Advice Recommentations,UNESCO-Kim-Care_Africa-ministudy-2020.pdf
"Those that were endorsed 
by multiple countries constituted the final list.",0.815362,3.308096,3.393878,3.94388,3.021906,18.96889,4.987425,2.49546,18.759514,1.15399,1.233765,4.55492,2.23604,25.268791,1.835682,4.022401,Regulations,UNESCO-Kim-Care_Africa-ministudy-2020.pdf
"See 
Appendix G for the initial list of generated skills.",3.257934,5.121588,10.896032,3.720535,9.516211,15.776958,1.713917,1.82944,9.115443,2.370008,5.236925,3.779856,7.447935,6.820834,9.098646,4.297736,Expert Advice Recommentations,UNESCO-Kim-Care_Africa-ministudy-2020.pdf
"The 
final list can be found in Table 3.",2.236883,5.043525,10.849172,6.317478,2.843584,11.090109,3.048831,4.554846,9.302969,1.423055,4.792097,3.192103,4.557219,19.162564,8.83506,2.750504,Regulations,UNESCO-Kim-Care_Africa-ministudy-2020.pdf
"Skills at the construct level
Figure 8 shows the 21CS that the tools have the 
capacity to indirectly assess.",1.618003,2.218707,34.067476,2.474121,3.466085,5.821134,1.791165,1.206361,17.521305,0.883152,5.203886,2.1669,4.150983,4.867028,10.59002,1.953674,Blueprints Toolkit,UNESCO-Kim-Care_Africa-ministudy-2020.pdf
"This information 
includes only the 28 tools (Table 2b) that were 
identified as having the capacity to capture 21CS 
indirectly.",1.884004,3.434001,35.916316,3.454429,9.457911,4.894835,1.306961,2.463742,15.311137,0.606066,2.355209,1.48664,4.038746,7.246988,3.775164,2.36785,Blueprints Toolkit,UNESCO-Kim-Care_Africa-ministudy-2020.pdf
"Note that a single tool can capture 
multiple 21CS.",3.090187,1.950406,29.254405,5.873703,4.000026,8.113751,1.711256,4.003117,14.291766,1.057392,1.699252,2.134297,7.256453,9.173642,2.990985,3.399362,Blueprints Toolkit,UNESCO-Kim-Care_Africa-ministudy-2020.pdf
"Critical thinking and problem 
solving, followed by analytic skills, were the most 
commonly identified skills, accounting for nearly 
half of the tools provided.",2.637574,5.485087,9.171706,4.326258,4.701168,32.907123,2.857024,1.566343,3.473514,2.473237,3.126821,7.226529,5.311891,1.519769,9.415386,3.800571,Expert Advice Recommentations,UNESCO-Kim-Care_Africa-ministudy-2020.pdf
"Several skills identified 
by the nine participating countries as being highly 
valued in their countries - including collaboration, 
learning to learn, and self-management - were 
not targeted by the tools provided.",2.219356,4.030392,7.072322,5.46147,3.620046,23.383314,5.182463,2.376054,9.405279,3.793095,1.626173,6.082862,5.36129,6.177573,5.396082,8.812227,Expert Advice Recommentations,UNESCO-Kim-Care_Africa-ministudy-2020.pdf
"This may be due to the recency of skill prioritization, lack of 
knowledge about how to assess, the broad and 
elusive nature of the skills, and the relatively small 
scale of the study.",3.349115,9.090963,3.308522,2.525311,8.597984,26.985229,1.704747,3.243086,5.761777,3.461486,2.664728,11.319632,4.857017,4.5692,4.961743,3.599461,Expert Advice Recommentations,UNESCO-Kim-Care_Africa-ministudy-2020.pdf
"For example, learning to learn is 
defined as “the process of understanding how one 
learns, being able to reflect on one’s own thinking, 
and reflecting critically on learning experiences 
and processes in order to inform future progress” 
(Appendix E).",6.659757,8.09938,6.554965,9.104604,5.238987,14.913294,1.970579,6.665197,3.558471,5.545119,2.291463,9.798116,6.477355,3.085115,4.836951,5.200646,Expert Advice Recommentations,UNESCO-Kim-Care_Africa-ministudy-2020.pdf
"How to assess this skill, and what 
behavioural indicators would be observed in 
students, is complex.",2.827053,5.419481,4.91696,2.812288,3.605531,24.225639,2.665519,3.329057,5.972929,4.044664,4.622692,8.672388,4.899588,4.438917,12.996633,4.550661,Expert Advice Recommentations,UNESCO-Kim-Care_Africa-ministudy-2020.pdf
"In terms of collaboration, 
the countries were more likely to identify tools 
that capture teamwork rather than collaboration.",4.170357,2.765011,3.694819,10.861901,4.163107,16.642498,6.747614,2.215334,3.266743,1.570393,0.991236,3.355068,21.509143,2.605955,7.601195,7.839626,Production Method,UNESCO-Kim-Care_Africa-ministudy-2020.pdf
"Perhaps teamwork is easier to identify (e.g., working 
together in a physical group) than collaboration 
(e.g., ability to work with diverse others, exercise 
flexibility, and compromise to accomplish a 
common goal).",4.841094,2.355366,2.043375,7.027229,1.811256,28.369685,6.977032,3.006233,1.977016,4.163359,0.774334,9.46398,13.92242,2.262489,6.021753,4.983378,Expert Advice Recommentations,UNESCO-Kim-Care_Africa-ministudy-2020.pdf
"These issues highlight the need for 
continued work on defining and describing these 
skills in order to better understand the contributing 
subskills (Care, Kim et al.,",1.851658,5.223636,5.395877,2.657043,4.933701,29.887067,2.823126,1.573293,4.417084,3.506593,2.569438,7.4221,2.543678,3.78033,16.936487,4.478888,Expert Advice Recommentations,UNESCO-Kim-Care_Africa-ministudy-2020.pdf
2019).,1.062573,5.242681,2.329027,2.745494,3.824119,8.437914,1.122295,2.153387,14.997432,1.578859,2.467298,3.798107,1.548239,41.794337,2.895941,4.002297,Regulations,UNESCO-Kim-Care_Africa-ministudy-2020.pdf
"Sub-skills
Information at sub-skill level was not provided for all 
tools.",5.808876,7.557402,17.203154,3.025411,5.153927,8.72895,1.963588,4.952377,13.761628,1.360577,4.917719,2.460434,9.716228,4.783945,3.528109,5.077676,Blueprints Toolkit,UNESCO-Kim-Care_Africa-ministudy-2020.pdf
"However, for those for which the information is 
available, their descriptions are provided in Table 3.",1.655177,3.543768,23.73386,7.228057,2.327646,6.666838,2.613487,2.314362,16.627163,1.149918,5.36802,2.092049,1.160482,11.402912,10.138922,1.97734,Blueprints Toolkit,UNESCO-Kim-Care_Africa-ministudy-2020.pdf
