Sentence,Adult,Arts and Entertainment,Autos and Vehicles,Beauty and Fitness,Business and Industrial,Computers and Electronics,Finance,Food and Drink,Games,Health,Hobbies and Leisure,Home and Garden,Internet and Telecom,Jobs and Education,Law and Government,News,Online Communities,People and Society,Pets and Animals,Real Estate,Reference,Science,Sensitive Subjects,Shopping,Sports,Travel,Category_Tag,Filename
"Although the skills are mainstreamed in curricular 
materials, many teachers lack the knowledge 
and skills to transform the concepts into effective 
daily classroom practices and classroom-based 
assessments.",11.359341,3.213251,0.528774,3.078147,1.087257,2.546922,0.807198,1.403996,1.931143,3.419623,1.514,1.543813,0.96422,29.046962,1.037588,6.68393,3.148634,6.861805,2.325935,0.571714,3.975735,4.635136,5.568825,1.188272,1.095446,0.462332,Jobs and Education,UNESCO-Kim-Care_Africa-ministudy-2020.pdf
"The lack of alignment between the 
intended curriculum, the taught curriculum, and 
the assessment practices is evident; the skills are 
not adequately featured in any of the assessments 
or examinations conducted in The Gambia.",11.601736,5.028738,1.303561,5.996446,2.865984,4.995982,1.368107,2.319019,1.898892,7.366109,1.235822,2.262812,0.617744,10.411445,2.436072,14.285093,1.705826,3.349319,2.747546,0.516117,4.032735,3.480711,5.228681,0.781694,1.386864,0.776945,News,UNESCO-Kim-Care_Africa-ministudy-2020.pdf
"This 
was confirmed through the collection of tools at 
the national and school levels as part of the study.",5.400271,2.775237,1.020457,4.486114,1.638575,3.537907,1.419092,2.376657,0.563219,3.173336,1.411393,1.603239,0.579243,10.280931,1.044294,12.028484,3.226935,8.409374,1.500928,0.623923,16.244729,11.694771,1.79943,1.224097,1.159705,0.777659,Reference,UNESCO-Kim-Care_Africa-ministudy-2020.pdf
"However, for The Gambia research participants, 
opportunities presented by their current tools for the 
assessment of 21CS were clearly evident (see Table 
6).",5.625365,2.813066,1.374257,2.425375,2.5,3.915042,1.802993,1.303849,0.776399,6.185338,1.811179,1.699711,1.072949,9.572332,1.323192,20.620062,3.521108,8.019261,1.391566,1.473533,6.779553,5.669601,3.162097,1.41596,1.098765,2.647447,News,UNESCO-Kim-Care_Africa-ministudy-2020.pdf
Having assessments of 21CS is only the first step.,13.149076,2.710759,1.264998,5.422657,4.702192,4.053598,4.116749,2.005433,0.913586,7.58693,2.105059,1.989628,0.657324,6.354658,5.523805,15.277948,0.488592,2.813276,3.458894,1.803653,1.737513,7.427764,1.788829,0.644823,0.950992,1.051265,News,UNESCO-Kim-Care_Africa-ministudy-2020.pdf
"If 
these assessments are to be used effectively, they 
need to be embedded in and aligned with the 
existing national system.",7.008129,1.410445,1.247715,2.437635,2.477301,2.826498,3.844419,1.205114,0.737665,7.1059,1.591975,1.206297,0.781065,4.259534,9.226038,13.433713,1.729148,2.821196,1.435694,2.016957,17.90292,4.663532,5.082238,0.433603,1.519411,1.595861,Reference,UNESCO-Kim-Care_Africa-ministudy-2020.pdf
"The Gambia sector-wide 
Education Policy 2016-2030 “Ensure inclusive and 
equitable quality education and promote life-long 
learning opportunities for all” has triggered critical 
analysis about policy, its implementation, and 
monitoring.",9.000332,2.576586,1.334028,3.041636,4.21549,2.797116,3.413859,2.294364,0.723347,7.320338,1.169025,1.315092,1.523597,7.289169,4.653689,17.531708,1.539371,6.516919,1.702964,0.977849,4.44367,3.514506,8.075086,0.657747,1.038479,1.334036,News,UNESCO-Kim-Care_Africa-ministudy-2020.pdf
"-   What would be our new strategies in terms of 
data collection, data sources, frequency of data 
collection, and coordination of data collection?",5.863086,1.633918,0.796339,2.055568,2.615962,3.035893,1.819323,1.169286,0.769007,4.348528,1.865903,1.99491,1.005979,4.428648,1.449197,24.037124,3.949591,4.167023,1.45806,2.171381,7.266925,16.11815,2.603558,2.096405,0.575194,0.705041,News,UNESCO-Kim-Care_Africa-ministudy-2020.pdf
"-  Is there any institutional restructuring require -
ment to be done for rapid data compilation?",7.278928,1.305373,0.718846,2.026844,5.181369,3.733061,4.221516,0.966525,0.579804,3.093593,0.848912,1.800657,0.757424,5.119905,2.418666,25.683792,1.869824,4.766675,1.360692,2.166796,7.731531,8.175154,6.776597,0.577222,0.452975,0.387319,News,UNESCO-Kim-Care_Africa-ministudy-2020.pdf
"-   What networking arrangements do we need to 
consider for secondary data collection?",6.336614,1.135212,0.691726,1.371268,3.100851,5.399189,2.751731,0.734395,0.890138,3.218753,1.643349,2.574792,7.382412,3.990227,2.584248,10.598321,8.559152,2.410141,1.204287,7.925696,7.90284,3.669427,5.414002,5.257407,0.537089,2.716733,News,UNESCO-Kim-Care_Africa-ministudy-2020.pdf
"-   How do we ensure, at national level, the 
coordination of information and data?",6.90251,1.692352,0.997464,1.397838,6.576875,2.375481,1.714142,1.102697,0.873023,4.203062,1.69911,1.886249,1.188604,2.870026,4.986721,9.558943,5.355481,4.022074,1.32593,1.109196,24.559831,7.936419,3.829499,0.650928,0.662383,0.523163,Reference,UNESCO-Kim-Care_Africa-ministudy-2020.pdf
"-  Do we have the necessary local capacity to 
report on all SDG4 indicators?",6.763526,2.217125,1.86288,2.859083,5.506518,5.340559,4.295674,1.155531,0.621668,6.402078,1.620908,1.855349,1.086321,2.781823,2.143458,20.821588,2.824589,2.43489,1.65067,3.177044,13.246623,3.17902,2.225133,1.382263,0.57305,1.972627,News,UNESCO-Kim-Care_Africa-ministudy-2020.pdf
"-   How do we align policy goals and targets with 
the SDG4 indicators?",5.84215,2.139329,1.719252,3.299671,7.42875,3.074532,8.079157,1.381576,0.908924,5.955767,1.889253,1.179806,0.762807,1.821755,2.988029,25.834638,1.148923,4.065254,0.796907,2.182847,7.854378,3.95536,3.132628,0.467311,0.768549,1.322446,News,UNESCO-Kim-Care_Africa-ministudy-2020.pdf
"-   What are the financial and human resource 
requirement for the achievement of the 
targets and in terms of data needs and data 
collection?",8.247418,1.559852,0.624894,1.922778,5.001265,2.585035,4.74952,0.795499,0.825048,6.358191,1.290644,0.971245,0.880212,3.573005,1.641003,13.643766,2.014963,8.82724,1.074251,1.559943,8.042392,7.009409,13.610171,0.850306,1.015402,1.326547,News,UNESCO-Kim-Care_Africa-ministudy-2020.pdf
"The Education Policy 2016-2030 dictates a better 
articulation between learning goals, curriculum 
relevance, teacher training needs, development of 
materials, and students’ learning outcomes: “Curricu -
lum is defined as the totality of the experiences the 
pupil has as a result of the provisions made in terms 
of content, teaching and learning material develop -
ment, pedagogical approach, assessment, school 
culture and organization, and teaching and learning 
environment. ”",9.800275,4.174263,1.647169,5.047698,3.904447,4.433998,2.265343,3.087908,1.459344,5.439687,1.764852,2.127258,1.273884,7.593014,2.371663,19.175107,1.955188,5.096273,1.686464,1.190296,3.566956,3.559617,3.986753,0.810652,1.112498,1.469393,News,UNESCO-Kim-Care_Africa-ministudy-2020.pdf
"As the learning goals constitute a fun -
damental element of the education system (determi -
ning what is to be taught and learned at each educa -
tion level) the participants from The Gambia believe 
that it is critical that any meaningful and sustainable 
education reform start with curriculum reform as the 
key element that forms the basis of the teacher trai -
ning program.",8.824662,4.493191,1.301098,3.015279,3.126462,2.711875,1.594744,2.667515,1.317214,7.415335,1.792285,1.476378,1.174075,6.750462,2.384394,20.684903,1.548763,9.313718,1.782224,0.966583,1.639309,4.886244,6.772916,0.605478,0.802606,0.952286,News,UNESCO-Kim-Care_Africa-ministudy-2020.pdf
"Thus, The Gambia’s approach for the 
integration of the 21CS will prioritize the following 
steps: 
 -  Revise curriculum to address the missing 
learning objectives and targets that relate to 
the 21CS;
 -  Develop materials to give teachers opportunity 
to access materials for the teaching and 
assessment of 21CS (for new content areas or 
to reinforce existing materials);
 -  Train teachers to address new emerging peda -
gogical issues;
 -  Develop assessment guidelines to establish 
learning progression that relate to the 21CS;
 - Formulate educational policies.33
The case of Chad – Oumar Ali Moustapha
Chad is classified as a fragile and conflict-affected 
country (FCAC) and is one of the 10 poorest countries in 
the world (ranked 163th out of 169 countries in the Hu -
man Development Index).",12.571329,3.054452,2.007272,4.116567,3.566711,5.009381,1.116643,1.86804,0.837803,5.269074,1.678168,3.459172,0.689679,9.918864,1.432574,20.819629,1.699202,4.736647,1.529645,1.257314,3.254368,3.394946,3.607512,1.023683,0.527059,1.554264,News,UNESCO-Kim-Care_Africa-ministudy-2020.pdf
"This has implications for the 
education of their children and the system more widely.",12.632733,2.93393,1.04078,1.551836,2.590727,2.135425,1.944621,1.702311,0.938077,5.47497,0.976473,1.071702,1.16208,7.090601,2.316635,15.520593,1.951458,7.875641,2.619591,0.758277,2.724665,7.887606,12.919095,0.917725,0.644161,0.618288,News,UNESCO-Kim-Care_Africa-ministudy-2020.pdf
"One of the challenges, which the primary education sys -
tem will need to address over the next decade, is to reduce 
the disparities between school-aged population, through 
increased access to and completion of  education.",19.492704,1.7359,0.803543,1.883265,1.84611,1.364363,1.595445,0.926816,1.09682,5.508316,1.715483,1.783182,1.093753,7.34941,2.01048,15.618133,2.232162,5.787639,1.465754,1.246762,2.158077,3.172841,15.996614,0.898893,0.549789,0.667744,Adult,UNESCO-Kim-Care_Africa-ministudy-2020.pdf
"This can 
be accomplished by focusing efforts first and foremost 
upon the recruitment and training of teachers and the 
development of community-based teachers.",8.917822,2.672337,0.389346,2.515654,1.200089,1.567774,0.614158,0.816257,0.532492,2.010694,2.164292,1.304352,1.000667,33.576634,1.210654,10.815742,3.368503,12.647791,2.151467,1.048947,1.123644,2.121642,4.095775,0.616508,0.965921,0.550838,Jobs and Education,UNESCO-Kim-Care_Africa-ministudy-2020.pdf
"Chad’s Interim Education Plan reflects the vision for 
the development of education in the country and 
is linked to Sustainable Development Goal 4 and to 
the National Development Plan (“Our Vision for Chad 
in 2030”).",8.506583,1.843954,1.457614,1.400378,3.988051,3.242513,2.781031,1.487378,0.656262,4.740253,1.921765,1.637998,0.641488,7.176377,4.776496,27.998133,1.515603,4.005933,1.331162,2.715049,4.201378,5.420789,3.274773,0.749979,0.339491,2.18957,News,UNESCO-Kim-Care_Africa-ministudy-2020.pdf
"The National Development Plan outlines 
aspirations for improved schooling, education 
system standards, and level of financial investment 
in the sector by 2020.",10.889127,2.756356,0.796721,1.805198,5.376676,1.560475,10.755474,1.323465,0.727229,4.720274,1.706617,1.348148,0.743598,6.109803,3.00813,23.105216,1.043466,5.753202,1.162098,2.159616,3.288321,2.963437,3.9797,0.900936,0.935339,1.081376,News,UNESCO-Kim-Care_Africa-ministudy-2020.pdf
"For this reason and in order 
to tackle the high drop-out and repetition rates, the 
Government, through its assessment system, has 
recommended methods to increase success rates by 
including formative and summative assessments to 
promote student success.",7.220067,4.223569,1.764352,5.428034,2.392876,5.388758,2.957513,1.831051,1.328073,7.908616,2.650317,1.161424,0.95184,7.669505,2.051804,20.968195,1.216468,7.144483,2.562101,1.206629,2.886421,2.963728,2.943611,0.888085,1.431269,0.861214,News,UNESCO-Kim-Care_Africa-ministudy-2020.pdf
"The education sector does not include specific goals for 
21CS, and participation in the study highlighted several 
challenges with regard to the introduction of 21st 
century skills into school curricula and implementation 
in classrooms.",21.129799,2.815193,0.571676,1.88672,2.838675,2.346368,2.166073,1.250923,1.499075,3.617726,1.928171,1.237444,1.241669,14.440945,1.739899,15.991062,2.08301,4.441003,1.807092,0.90146,2.402306,4.529259,5.356134,0.627429,0.700183,0.450707,Adult,UNESCO-Kim-Care_Africa-ministudy-2020.pdf
"A major difficulty is that the national 
education system in Chad does not have a reliable 
system at the national level for assessing student achievement, nor actual assessment tools.",10.39163,3.059608,1.023217,2.044315,4.057258,3.599498,2.318522,2.003951,1.977676,7.112533,1.129226,1.445889,0.469099,6.012071,6.613952,16.78147,1.436998,4.236897,3.118405,0.486627,4.403393,4.919711,8.977852,0.347737,1.551838,0.480625,News,UNESCO-Kim-Care_Africa-ministudy-2020.pdf
"Three 
specific system-level needs were identified as followed: 
1)  An operational and efficient assessment system at 
the national level
2)  Improved policies and remediation measures in a 
participatory and transparent framework
3)  Reform of educational programs, methods, and 
practices.",7.247119,2.303138,1.032949,4.389086,3.911064,3.912509,2.402581,2.46477,1.124254,9.306999,1.410991,2.122262,1.322395,7.576116,3.882694,17.521635,2.28671,6.034917,1.364491,1.236578,4.260642,4.072824,6.559208,0.930586,0.511284,0.812201,News,UNESCO-Kim-Care_Africa-ministudy-2020.pdf
"Identifying these challenges points to immediate 
areas for action and capacity building.",5.427607,2.145662,1.210031,2.811169,2.861407,3.139549,1.51952,1.119018,2.175483,6.707148,3.035061,2.208755,1.238014,10.186188,1.438438,20.569375,5.797123,4.287159,0.982433,4.57049,2.218299,6.290593,4.836282,1.175642,0.824912,1.224642,News,UNESCO-Kim-Care_Africa-ministudy-2020.pdf
"First and 
foremost is the challenge of establishing a national 
level system of assessment of prior learning, informal, 
and non-formal education.",15.75862,2.427681,0.922442,3.450764,2.09091,2.062627,1.372434,1.31237,1.374391,7.673191,1.745318,1.502187,0.677986,7.494301,3.359356,16.782253,3.157764,4.564868,1.503635,0.984408,6.274901,3.290151,7.949582,0.70918,0.789924,0.768758,News,UNESCO-Kim-Care_Africa-ministudy-2020.pdf
"This is currently being 
addressed through a feasibility study supported 
by GPE.",6.333608,2.059931,1.568119,5.093166,3.350157,8.009956,3.777998,1.73003,1.102627,7.178263,1.475257,1.226799,1.428845,8.771288,1.47383,12.496425,1.718352,2.466347,1.552994,2.600135,7.700573,10.375691,3.491976,0.915731,0.746239,1.355663,News,UNESCO-Kim-Care_Africa-ministudy-2020.pdf
"This project will explore the feasibility and 
initial costs for the establishment of a new system 
of national assessment, as well as the creation of 
an entity for national assessment.",6.539461,2.069789,0.800816,2.536574,2.33828,2.161901,2.429646,0.824801,0.922152,3.232096,1.329,1.167269,0.485629,4.680759,3.978762,33.853668,2.591648,2.992283,1.050656,1.630887,13.845563,3.635197,2.138609,0.767045,0.566635,1.430875,News,UNESCO-Kim-Care_Africa-ministudy-2020.pdf
"Other challenges 
include:
 •  Preparation and organization of large-scale na -
tional assessments of the formal and non-formal 
systems 
 •  Design and development of the tools of the 
national assessment system 
 •  Training stakeholders on national assessment 
frameworks 
 •  Institutional support for the functioning of natio -
nal assessment systems
 •  Capacity building of the Statistics Directorate 
in the data collection related to the national 
assessment system
 •  Multi-disciplinary training of officials of the Ministère 
de l’Education Nationale et de la Promotion Civique 
(MENPC) to ensure the autonomy of the assessment 
body for the long-term operationalization of the 
national assessment system.",11.83904,3.713096,1.182343,3.624301,3.227913,2.61066,1.370194,1.57588,0.914996,5.432378,2.213418,2.278701,0.515668,7.765723,4.104889,20.888268,2.410188,6.121375,1.87272,1.133233,4.335878,3.598619,4.647421,0.659398,0.977964,0.985735,News,UNESCO-Kim-Care_Africa-ministudy-2020.pdf
"These case studies illustrate the relevance of the recom -
mendation.",3.218398,4.099637,2.728572,6.125452,2.65975,3.051809,1.925854,2.160408,1.425285,11.008513,1.621631,2.000554,0.371786,4.986911,1.504215,13.041935,0.603997,3.140785,1.950106,0.915049,3.503385,20.870334,4.100617,1.080354,0.936715,0.967948,Science,UNESCO-Kim-Care_Africa-ministudy-2020.pdf
"First, countries are aware of the need to 
look not only at the curricular level, but at how the curri -
cular intentions can be delivered through their assess -
ments and pedagogical practices.",6.736566,3.477882,1.053473,3.117436,4.344411,2.358451,2.132189,2.426249,1.304755,6.840134,1.170214,1.202581,0.957854,14.987446,4.600881,8.055096,2.992202,6.522906,2.598763,1.19771,6.741423,6.018788,3.029341,1.546452,1.454934,3.131862,Jobs and Education,UNESCO-Kim-Care_Africa-ministudy-2020.pdf
"Second, they are able 
to explain what processes students are engaging in 
that fall under the targeted skills.",7.47238,1.285267,0.753694,5.919149,0.872125,2.268289,0.561898,0.859679,2.469476,1.601017,2.779783,0.840391,0.733816,42.371445,0.698182,4.155657,5.148071,5.283038,1.498291,0.354488,1.426956,6.442357,2.734381,0.589538,0.527784,0.352851,Jobs and Education,UNESCO-Kim-Care_Africa-ministudy-2020.pdf
"Regardless of whether 
or not tools currently capture skills, there is increasing 
recognition on how to modify and expand the items in 
order to target 21CS.",7.13105,3.112612,1.208375,5.968059,1.41305,7.176932,1.044721,1.370304,4.845539,2.303298,3.897316,1.229505,1.573267,8.617945,0.474349,11.675082,10.737136,7.468284,2.904638,0.944588,1.844363,5.032606,2.35033,3.151749,1.91147,0.61343,News,UNESCO-Kim-Care_Africa-ministudy-2020.pdf
"Third, countries are aware of the 
issues that they face and are identifying what is needed 
in order to implement a 21CS agenda.",4.83043,1.28242,0.7639,1.037613,8.075202,1.714763,3.475372,1.275596,0.876432,6.302352,1.31546,0.784088,1.38874,3.990121,6.910621,21.001948,5.024762,4.039231,1.080555,1.58468,9.622891,4.431322,6.269634,0.634273,0.763992,1.523602,News,UNESCO-Kim-Care_Africa-ministudy-2020.pdf
"Students of the kitera nomadic school, Fitri 
department, Yao sub-prefecture.",10.303513,2.804874,1.964279,12.57162,3.247682,5.6372,1.131735,2.803334,2.453834,7.867124,2.366242,2.115515,0.945745,5.143408,0.570868,10.191752,3.344709,4.019865,5.328878,1.013199,1.808152,2.323791,4.713024,1.657203,0.908567,2.76389,Beauty and Fitness,UNESCO-Kim-Care_Africa-ministudy-2020.pdf
"© Oumar Ali MoustaphaCapturing 21st Century Skills:  Analysis of assessments in selected sub-Saharan African countries34
The participating countries provided sets of tools 
that were either thought to be capturing 21CS or 
that had the potential to do so.",9.204931,3.089131,1.500463,6.309005,2.940688,5.671168,1.297838,1.651904,1.335409,6.398018,2.274911,1.669396,0.625547,8.914489,1.28365,12.832486,4.124935,10.272512,2.045088,0.873819,2.275148,4.040699,3.992407,1.047803,2.894131,1.434422,News,UNESCO-Kim-Care_Africa-ministudy-2020.pdf
"There was a strong 
degree of similarity in the types of tools across 
countries, indicating the dominant use of items 
that invite responses that can be scored as correct 
(based on numeracy or on learned knowledge in 
school subjects), or items that require students to 
demonstrate their literacy.",3.921185,3.609505,1.546865,3.680341,2.360549,5.445863,1.589117,4.105049,2.090262,5.161514,2.39755,1.805762,1.887282,8.102409,0.742256,6.594221,8.05443,9.619454,3.120351,0.647025,8.583853,4.318243,4.419601,3.379792,1.58321,1.234313,People and Society,UNESCO-Kim-Care_Africa-ministudy-2020.pdf
"The vast majority of items 
reflect these perspectives.",2.205245,5.257456,2.22992,4.862444,4.940572,5.707697,4.936192,3.149651,0.886502,6.776138,2.024779,3.06998,1.855713,3.11266,0.876902,5.775587,5.91764,5.153343,1.424859,1.662931,11.142236,4.421667,5.086198,4.035518,0.881078,2.607093,Reference,UNESCO-Kim-Care_Africa-ministudy-2020.pdf
"A major difference between the countries’ provisions 
of assessment tools and similar provisions in the 
UNESCO Asia study (Care, Vista et al.,",3.942028,3.361968,1.22505,2.202293,4.414398,2.629126,3.028648,1.643002,0.544076,5.537788,0.563861,1.892693,0.536254,1.772308,3.320429,12.053531,1.275465,4.15651,2.197249,1.207108,23.407503,4.905633,3.634573,1.742548,1.139706,7.666253,Reference,UNESCO-Kim-Care_Africa-ministudy-2020.pdf
"2019), is the 
research participants’ a priori identification of the 
potential of tools for re-framing to fit current needs.",8.105895,1.870684,1.141225,4.437046,1.949383,3.26162,1.583705,1.352841,1.028036,4.672099,2.017266,1.028359,0.695787,10.986094,0.659436,13.932313,8.547829,4.707819,1.182906,1.14215,11.377237,6.447866,3.8871,2.517201,0.48957,0.978533,News,UNESCO-Kim-Care_Africa-ministudy-2020.pdf
"This pragmatic stance symbolizes both a readiness 
to implement change and strong self-efficacy 
on the part of the countries.",4.589556,2.223594,1.996489,3.879561,3.732723,2.34554,1.921268,2.082164,1.213497,14.776903,1.711472,0.947554,0.579897,4.262416,3.738094,18.48369,1.890482,13.107926,2.09722,1.963039,1.371668,2.225888,5.619356,0.68231,0.991393,1.566301,News,UNESCO-Kim-Care_Africa-ministudy-2020.pdf
"It demonstrates the 
preparedness of the countries’ representatives to 
effect change from the ground up, rather than 
assuming that changes in practice need to be 
imagined initially at policy level.",4.207565,3.980022,1.690898,2.49396,4.25676,2.196434,3.132746,1.913755,1.214413,6.855053,0.976946,1.210249,0.513226,3.325946,6.104693,29.112387,1.439598,9.90877,2.537626,1.369765,1.86788,3.800181,2.892835,0.810474,0.850438,1.337379,News,UNESCO-Kim-Care_Africa-ministudy-2020.pdf
"Notwithstanding 
the seniority of the country representatives that took part in this study, their willingness to visit and 
explore their schools to understand the current 
state of play, and their engagement in the detailed 
analysis of their data, equipped them in a way that 
bridges the gaps between policy and practice.",14.655452,3.141125,1.274935,1.766901,3.109219,2.016561,1.511399,1.541194,1.902163,4.05878,2.544567,1.182717,0.758892,11.370631,3.951203,11.875785,1.705561,7.257936,2.341596,0.831409,7.677341,5.444594,4.171816,0.908153,1.306356,1.693714,Adult,UNESCO-Kim-Care_Africa-ministudy-2020.pdf
"The study has provided us with recognition of 
the capacity of the country teams to act on their 
understandings of 21CS without major external 
contributions.",5.475494,1.76817,1.528109,2.047667,4.980162,3.045442,2.685022,1.63336,1.832867,6.254665,1.857768,1.023564,0.970111,6.533942,5.320673,14.057315,4.902916,3.842119,3.061885,1.053582,11.143103,8.17837,2.528984,0.442103,2.779549,1.053056,News,UNESCO-Kim-Care_Africa-ministudy-2020.pdf
"As a consequence, three countries 
in Africa, including Democratic Republic of Congo, 
The Gambia, and Zambia, are now engaging in an 
initiative4 to develop assessment tools in a way 
similar to their suggested modifications to tools 
provided in this study.",2.914727,1.93159,1.141104,3.904463,4.269108,5.285984,2.177983,1.929624,0.907351,5.012561,0.968277,1.525333,0.881913,4.226078,2.126509,26.06648,3.983314,4.083339,1.803638,0.822238,12.821269,5.241978,2.422457,1.078254,0.780391,1.694036,News,UNESCO-Kim-Care_Africa-ministudy-2020.pdf
"One output of the initiative 
will be a small number of tools for a limited number 
of skills targeted to a relatively narrow range of 
student ages and grades.",20.364892,1.822792,0.6809,6.616508,1.102525,3.125685,0.906349,0.939832,2.99169,2.32983,3.226312,1.969754,0.697782,20.599919,0.683559,9.321523,4.118071,4.609345,2.566031,0.727769,2.040096,2.566927,3.083649,1.987846,0.520503,0.399914,Jobs and Education,UNESCO-Kim-Care_Africa-ministudy-2020.pdf
"However, a substantive 
outcome will be the greater understanding of 
how we can adjust and re-frame assessments to 
serve purposes beyond those they currently serve, 
and guidelines for how educators can extend the 
approach.5.",16.650728,2.497527,1.236261,4.229626,2.233192,2.747938,1.951497,2.006224,0.748568,4.521207,1.530649,1.196129,0.650328,12.612168,0.921618,22.25214,2.875179,3.988073,1.438074,1.697091,2.90269,3.096162,3.123567,1.315223,0.436894,1.141248,News,UNESCO-Kim-Care_Africa-ministudy-2020.pdf
"Next steps
4.",8.586551,3.478019,5.781928,14.201899,7.128626,8.160063,1.1017,3.916286,0.762529,9.123779,2.493886,6.612772,0.259084,3.867787,0.666656,11.061734,0.315725,2.463023,0.973262,0.906559,0.501196,4.396634,1.134107,0.878835,0.357557,0.869801,Beauty and Fitness,UNESCO-Kim-Care_Africa-ministudy-2020.pdf
"For more information about the Optimizing Assessment for All :Measuring 
21st century skills initiative, please see  
https://www.brookings.edu/product/optimizing-assessment-for-all/35
Battelle for Kids (n.d.).",19.061741,3.138617,2.365039,7.205658,1.865878,4.007779,1.245998,1.442887,2.049627,5.923621,3.68978,1.885098,0.527828,8.628823,0.777324,11.277091,2.969809,6.232763,2.647536,1.137312,1.541212,2.567691,3.378595,1.62522,2.221578,0.585494,Adult,UNESCO-Kim-Care_Africa-ministudy-2020.pdf
"P21 Partnership for 21st century 
learning: Frameworks & resources.",12.99554,3.239798,1.225206,3.037458,3.582359,5.845422,1.263969,1.696666,1.884082,3.587784,2.470349,1.568572,1.474742,10.371133,1.268922,8.499223,13.814658,5.580551,1.061492,0.923983,3.770935,4.037802,3.803847,1.430561,0.821758,0.743188,Online Communities,UNESCO-Kim-Care_Africa-ministudy-2020.pdf
Retrieved from http://www.,2.593653,7.374811,4.615613,5.96863,8.415987,12.873701,1.807842,10.209317,1.12322,2.104333,1.17248,4.53876,1.167916,1.443533,0.63641,9.942774,1.192565,4.93388,1.447161,0.73603,5.080639,2.43674,0.899462,5.187602,0.842901,1.254041,Computers and Electronics,UNESCO-Kim-Care_Africa-ministudy-2020.pdf
battelleforkids.org/networks/p21/frameworks-resources .,3.581538,3.044224,1.577437,7.287112,5.156373,10.00528,1.744076,2.072612,2.150893,2.969688,2.324427,2.189317,2.101946,3.591037,0.532603,5.402993,20.376759,3.837098,2.092319,0.891816,4.939897,7.106204,1.864431,1.660001,0.729516,0.770402,Online Communities,UNESCO-Kim-Care_Africa-ministudy-2020.pdf
"Binkley, M., Erstad, O., Herman, J., Raizen, S., & Ripley, M. 
(2012).",6.126033,11.245067,2.711894,3.825778,7.052643,5.549107,2.773439,4.465956,1.551393,4.109183,4.00932,2.893715,1.044708,5.843443,1.031303,7.430286,0.661578,4.256253,3.539951,0.960241,2.584585,11.59691,1.345029,1.475853,0.898119,1.018214,Science,UNESCO-Kim-Care_Africa-ministudy-2020.pdf
Defining 21st century skills.,20.887214,2.513258,1.629511,5.107592,1.933354,2.491001,0.594654,0.823031,1.434205,4.225747,4.722889,1.785081,0.670059,21.761098,0.643242,3.681056,4.727986,8.926172,0.921516,0.658608,1.298586,2.61924,4.066337,0.640295,0.849426,0.388841,Jobs and Education,UNESCO-Kim-Care_Africa-ministudy-2020.pdf
In P .,11.415122,4.551144,4.376264,10.296793,10.769258,11.25013,2.794522,7.070874,1.838932,12.603306,1.766186,4.338189,0.27939,2.189667,1.210844,3.308537,0.35944,1.740233,1.153339,0.461272,1.83174,1.496556,1.335549,0.589821,0.532919,0.439975,Health,UNESCO-Kim-Care_Africa-ministudy-2020.pdf
"Griffin, B. McGaw and 
E. Care (Eds.).",16.073127,5.143331,2.885717,7.534946,5.897756,4.173165,1.006988,4.983469,0.695917,9.994343,3.813076,3.846832,0.33928,9.286011,0.791529,4.797705,0.772863,3.835779,3.813407,0.627668,1.20117,4.464577,1.526733,1.690823,0.372728,0.431061,Adult,UNESCO-Kim-Care_Africa-ministudy-2020.pdf
"The Assessment and Teaching of 21st Century 
Skills.",27.378971,3.748811,1.251488,3.75853,1.524645,2.153704,0.623216,1.154833,1.122148,3.217879,3.97909,1.88879,0.563804,20.959272,0.695784,4.815467,3.20254,7.603843,1.122708,0.63234,1.165757,1.810514,3.088596,0.942833,1.207795,0.386643,Adult,UNESCO-Kim-Care_Africa-ministudy-2020.pdf
Dordrecht: Springer.,8.244502,4.054066,3.670703,10.216731,4.209273,5.972093,1.236504,5.719641,0.858487,5.330445,5.655138,3.93848,0.561133,10.272831,0.574847,6.523637,0.841357,9.143541,1.963727,1.078783,1.645845,3.524189,1.327267,2.24288,0.560903,0.632998,Jobs and Education,UNESCO-Kim-Care_Africa-ministudy-2020.pdf
"Care, E., & Anderson, K. (2016).",13.392125,5.194701,2.438952,11.719758,5.858113,4.400292,1.148857,4.376307,0.66193,14.382236,3.324677,3.75771,0.489833,3.974883,0.793505,6.461739,0.552772,2.735455,2.209325,0.87121,1.964681,3.917049,2.276083,1.969617,0.632297,0.495891,Health,UNESCO-Kim-Care_Africa-ministudy-2020.pdf
"How education systems 
approach breadth of skills.",8.416762,2.104206,0.953844,3.038048,1.653792,2.690611,0.609011,1.011351,1.936114,2.798606,2.04232,1.291898,1.383309,37.060167,1.467063,3.675865,3.054769,8.08154,2.238444,0.421533,1.52974,3.536432,5.780837,0.70812,2.151403,0.364212,Jobs and Education,UNESCO-Kim-Care_Africa-ministudy-2020.pdf
"Washington, D.C.: The Brookings 
Institution.",8.95193,14.892153,1.92738,2.000874,8.925681,2.071233,1.725219,2.607658,0.453204,3.757688,1.941644,7.553775,0.417752,8.12509,3.759825,8.42169,0.61127,8.563673,1.475011,2.97201,3.078079,2.402006,1.115893,1.264988,0.449487,0.534791,Arts and Entertainment,UNESCO-Kim-Care_Africa-ministudy-2020.pdf
