Sentence,Accommodation Food Services,Agriculture Forestry Fishing,Arts Entertainment Recreation,Economywide,Educational Services,Health Care Social Assistance,Information Finance Insurance,Manufacturing,Mining Quarrying Oil Gas,Public Administration,Real Estate Rental Leasing,Technical Management Services,Transportation Warehousing,Utilities Construction,WholeSale Retail Trade,Category_Tag,Filename
"21st century skills assessment items 
(abbreviated)Explanation by the Senegalese  
team of skills elicited by item
Your school does not have a national flag.",3.866819,13.483215,7.275572,6.210186,16.300343,7.834395,3.218065,5.281413,11.117803,3.966505,1.909882,9.916259,3.16555,3.94718,2.506813,Educational Services,UNESCO-Kim-Care_Africa-ministudy-2020.pdf
"The 
director wants to make an order with a tailor.",6.992912,8.814417,6.219003,10.133666,2.15408,6.170225,5.112216,14.181887,7.880522,2.509846,4.87686,9.215244,5.741383,3.192508,6.805232,Manufacturing,UNESCO-Kim-Care_Africa-ministudy-2020.pdf
"You 
are responsible for proposing a model.",6.584916,10.905568,3.70061,19.695313,3.426309,9.530729,7.4125,7.907906,5.167105,2.388086,3.972259,9.722059,2.937108,3.534396,3.115138,Economywide,UNESCO-Kim-Care_Africa-ministudy-2020.pdf
"Instructions: Draw the model[Skills targeted: creativity, citizenship]
This item aims to have students imagine and create a 
national flag design.",5.447496,10.679204,11.78131,10.119222,15.033172,7.768911,4.188296,4.994585,6.327121,2.81128,2.527235,9.452844,2.972442,3.198225,2.698657,Educational Services,UNESCO-Kim-Care_Africa-ministudy-2020.pdf
"It also relates to the promotion of 
citizenship using Senegal’s values and symbols.",6.353611,14.187933,8.301889,17.682053,4.096261,9.675424,3.962838,4.08076,9.239942,4.342091,3.702995,5.754406,2.701647,3.019316,2.898833,Economywide,UNESCO-Kim-Care_Africa-ministudy-2020.pdf
"In Senegal, several families live in the same house.",7.137584,15.218398,5.954567,13.547857,3.808361,14.135551,4.56279,4.70419,7.982386,2.590896,5.384975,3.945748,3.263695,4.878299,2.884703,Agriculture Forestry Fishing,UNESCO-Kim-Care_Africa-ministudy-2020.pdf
"After an investigation in the community, a group of 
students identified in a confused (disordered) way 
the causes, the consequences of this phenomenon 
and the solutions recommended to face this 
population problem.",4.712179,8.916954,3.172853,9.153911,14.622504,18.200985,4.435822,3.661469,10.588228,3.49982,2.000419,6.230981,3.048575,3.868447,3.886853,Health Care Social Assistance,UNESCO-Kim-Care_Africa-ministudy-2020.pdf
"[See Figure F2 for the full item][Skills targeted: problem solving, analytical skills]
Through this item, students are asked to research the 
causes and consequences of population problems and 
propose solutions.",4.572658,14.432688,2.630106,8.314475,13.339346,12.26936,3.964626,4.591814,10.844163,3.903812,1.47742,9.568685,2.991845,4.321797,2.777204,Agriculture Forestry Fishing,UNESCO-Kim-Care_Africa-ministudy-2020.pdf
"To this end, the learner must use basic 
cognitive processes to identify problems, evaluate the 
different consequences, and propose relevant solutions to 
remedy them.",4.808026,9.767348,4.54321,6.896228,18.11494,7.952837,3.995787,5.423036,11.202176,3.003257,1.337347,10.422612,4.923292,3.725713,3.88419,Educational Services,UNESCO-Kim-Care_Africa-ministudy-2020.pdf
Two classmates do not agree on a point of view.,4.806525,11.678626,5.961955,16.825133,10.733992,8.845821,4.669912,4.50876,9.424917,2.48894,3.599787,5.040174,3.345475,4.968318,3.101665,Economywide,UNESCO-Kim-Care_Africa-ministudy-2020.pdf
"They verbally attack one another and are ready to 
physically fight.",3.719234,15.21103,8.413595,17.484001,3.425936,9.942891,7.336646,4.991327,8.975849,2.046929,3.126853,5.295157,3.136499,3.816572,3.07748,Economywide,UNESCO-Kim-Care_Africa-ministudy-2020.pdf
"Instructions: Propose two solutions to this 
difference of opinion.[Skills targeted: conflict resolution, problem solving]
The student must identify the points of disagreement 
and analyze the issues and perspectives before proposing 
solutions to resolve the conflict.",3.565077,13.413834,2.989119,6.572694,23.384031,9.321974,3.347221,4.088782,6.893618,3.595838,1.743211,11.590292,3.101411,3.387098,3.0058,Educational Services,UNESCO-Kim-Care_Africa-ministudy-2020.pdf
"Items that do not reflect 21st century skills Explanations by the Senegalese team 
Context: Your friend wants to classify the following 
animals according to whether they are herbivorous or 
carnivorous: sheep, lion, ox, dog, goat, and cat.",5.948974,32.499061,5.847826,5.12323,3.288999,7.084062,3.238187,4.377886,13.757553,2.564867,2.254135,3.439748,3.552672,4.006591,3.01621,Agriculture Forestry Fishing,UNESCO-Kim-Care_Africa-ministudy-2020.pdf
"Classifying animals according to their feed-type is not 
targeting 21st century skills.",6.98148,39.778801,4.801921,6.457517,3.925977,5.673782,3.159803,4.690128,8.028688,2.147797,1.853524,3.462718,2.621096,3.337306,3.079463,Agriculture Forestry Fishing,UNESCO-Kim-Care_Africa-ministudy-2020.pdf
"In order to answer this 
item, students only need factual information.",5.064549,11.728265,4.19096,11.489178,9.691915,7.049044,10.643337,4.793524,14.219237,2.682057,2.875463,4.508284,3.312136,4.319189,3.432864,Mining Quarrying Oil Gas,UNESCO-Kim-Care_Africa-ministudy-2020.pdf
Instructions: Build a circle of 3 cm radius.,5.789089,17.613389,6.631575,12.05448,4.146747,7.184408,4.909638,5.460881,9.863095,2.647534,4.504429,6.059293,4.601848,5.958715,2.574877,Agriculture Forestry Fishing,UNESCO-Kim-Care_Africa-ministudy-2020.pdf
"Trace two 
perpendicular diameters AB and CD.",3.847352,12.922617,5.27191,12.452896,3.06283,9.603164,5.07286,5.68252,14.621286,1.980399,3.827723,5.525181,7.169878,4.853567,4.105817,Mining Quarrying Oil Gas,UNESCO-Kim-Care_Africa-ministudy-2020.pdf
"Join the ABCD 
points.",4.082026,11.501935,4.817358,11.280706,2.786303,28.693787,6.357517,3.887217,6.360869,3.13595,2.198946,6.142924,2.847642,2.869341,3.037479,Health Care Social Assistance,UNESCO-Kim-Care_Africa-ministudy-2020.pdf
Name the figure obtained.,5.35178,11.588509,6.779313,15.886854,2.676295,13.923606,6.806025,4.893671,10.045748,2.789093,3.825278,5.700331,2.899182,3.522531,3.311786,Economywide,UNESCO-Kim-Care_Africa-ministudy-2020.pdf
"This geometric construction activity does not capture 
21st century skills.",3.652569,8.270665,7.409909,9.288017,3.216065,3.779014,2.369945,8.782977,19.766603,1.519246,4.855901,4.317827,3.918169,16.409565,2.443528,Mining Quarrying Oil Gas,UNESCO-Kim-Care_Africa-ministudy-2020.pdf
"This item can be answered by 
following the instructions, and does not require 
problem solving processes, such as reflection and 
analytical thinking.",5.260047,13.188798,3.087091,6.948855,5.407987,7.729229,4.389207,10.425308,12.048602,2.713232,1.589543,14.038445,4.514186,5.371158,3.288311,Technical Management Services,UNESCO-Kim-Care_Africa-ministudy-2020.pdf
"Source: Senegal Country Study (2019): OAA Mini-Study , UNESCO
Source: Senegal Country Study (2019) : OAA Mini-Study , UNESCOCapturing 21st Century Skills:  Analysis of assessments in selected sub-Saharan African countries28
Table 6.",5.549807,11.027732,5.503563,6.822203,8.677613,7.312342,3.17168,5.024743,25.748518,3.472055,2.13654,5.817911,3.408748,3.200002,3.126543,Mining Quarrying Oil Gas,UNESCO-Kim-Care_Africa-ministudy-2020.pdf
"Items and modification inputs identified by The Gambia as potentially reflecting 21st century skills 
These examples show that the current assessment 
items are a good starting point for developing 
assessments that target 21CS.",5.007097,11.307737,3.803535,13.693375,9.540234,9.097342,5.023155,8.940632,9.496509,2.973237,1.895443,8.670992,2.772663,4.106631,3.671419,Economywide,UNESCO-Kim-Care_Africa-ministudy-2020.pdf
"Although the items 
may be subject or topic-specific, the type or format 
of the item is one that can be used regardless of 
the subject area.",8.752543,12.075488,12.859369,7.287036,5.228434,6.180276,9.506242,4.838407,7.643462,2.694801,2.728316,5.381972,4.774677,5.883202,4.165773,Arts Entertainment Recreation,UNESCO-Kim-Care_Africa-ministudy-2020.pdf
"For example, rather than asking 
for one answer, having students provide two or 
three different options provides opportunities for 
critical and analytical thinking.",5.884775,10.30623,3.665006,7.882313,24.301482,7.348619,6.028171,4.287301,9.132635,2.227902,2.963551,6.717182,3.010108,3.198455,3.046271,Educational Services,UNESCO-Kim-Care_Africa-ministudy-2020.pdf
"Asking students to 
identify a problem, as well as possible solutions, can 
provide opportunities to generate, evaluate, and 
analyze ideas that can have real-life applications.",4.345789,8.76873,5.352478,6.949289,25.171753,7.985369,5.54299,3.450691,7.394098,2.591691,2.489565,11.062133,2.606835,3.722002,2.566588,Educational Services,UNESCO-Kim-Care_Africa-ministudy-2020.pdf
"That these items are currently being used in schools 
and classrooms means that teachers, school leaders, 
and students are familiar with them.",4.144001,6.156632,4.19435,7.317551,34.830549,5.525739,5.783229,4.061329,5.587279,3.286936,1.936362,4.308471,4.119225,3.90101,4.847337,Educational Services,UNESCO-Kim-Care_Africa-ministudy-2020.pdf
"This provides a good starting point—rather than developing items 
and tasks that are completely unfamiliar and may not 
be realistic in classroom settings, starting from what 
is familiar may be more effective when it comes to 
assessments of 21CS.",4.276704,8.652333,4.112168,6.370506,37.408828,7.960591,3.438586,5.023821,5.181022,2.045363,1.188135,5.923022,2.626633,2.379418,3.41287,Educational Services,UNESCO-Kim-Care_Africa-ministudy-2020.pdf
"Factors influencing  
implementation of 21CS
The education sector recognizes the importance of 
21CS.",4.081955,9.082905,4.631991,15.856477,17.145013,6.591309,6.988271,5.127056,5.36333,3.251841,2.313774,7.436612,2.690888,6.615908,2.82267,Educational Services,UNESCO-Kim-Care_Africa-ministudy-2020.pdf
"In fact, most of the countries participating in 
this study have education policy documents that 
specifically identify teaching, learning, and assessing 
21CS as important goals as indicated in Table 1.",3.656328,6.413338,2.350348,15.551194,31.612157,7.045797,6.476971,3.017115,5.444304,4.164078,1.47482,6.067442,1.81436,2.875108,2.036641,Educational Services,UNESCO-Kim-Care_Africa-ministudy-2020.pdf
"The 
various countries identified different issues that 
impede implementation.",4.945652,11.056879,2.684108,17.638004,3.098598,6.390989,5.315818,8.199301,19.179653,3.531652,1.571012,5.110762,2.997714,4.117299,4.16256,Mining Quarrying Oil Gas,UNESCO-Kim-Care_Africa-ministudy-2020.pdf
"Original Item Modifications inputs by The Gambia team
Although the original item targets aspects of creativity 
and citizenship, such as the ability to recognize sets of 
rights and promote them, this item could be expanded 
to target additional skills, such as problem solving.",4.825762,11.069724,7.967024,6.954816,4.41295,7.069112,4.080583,12.522579,14.827182,2.321529,1.894156,10.858498,3.88391,2.636689,4.675487,Mining Quarrying Oil Gas,UNESCO-Kim-Care_Africa-ministudy-2020.pdf
"For 
example: 
This item captures analytical skills within the context 
of numeracy.",4.587226,10.879248,5.604708,9.950615,9.102674,7.439317,6.639161,8.193104,13.781383,2.700964,1.934786,7.17191,4.494856,2.942574,4.577473,Mining Quarrying Oil Gas,UNESCO-Kim-Care_Africa-ministudy-2020.pdf
"However, it could be expanded to target 
skills such as critical thinking and communication.",3.686993,11.545879,5.519547,7.929613,8.409081,7.140554,10.477296,6.037203,7.708644,3.090948,2.131818,16.44493,3.098182,3.304824,3.474487,Technical Management Services,UNESCO-Kim-Care_Africa-ministudy-2020.pdf
"While the original item may capture some aspects 
of critical thinking within science, this item could be 
modified to target additional skills, such as problem 
solving and communication.",3.898693,13.67224,5.350175,5.781649,6.876478,6.463775,6.145185,10.807013,14.094668,2.509217,1.58144,11.74189,3.372287,4.597138,3.108153,Mining Quarrying Oil Gas,UNESCO-Kim-Care_Africa-ministudy-2020.pdf
"For example:
Source: Gambia Country Study (2019) : OAA Mini-Study , UNESCO29
1.",5.389009,14.550813,3.869463,12.913577,5.56,9.166268,4.224619,4.481031,21.948589,2.920212,2.407625,4.490738,2.516728,2.891568,2.669762,Mining Quarrying Oil Gas,UNESCO-Kim-Care_Africa-ministudy-2020.pdf
"There are inadequacies in the understanding 
of definitions and nature of 21st century skills.",4.034359,10.633497,10.344344,7.492711,7.713257,7.944503,4.822849,10.00996,10.265273,2.534263,2.045348,7.729865,5.315852,4.76339,4.350528,Agriculture Forestry Fishing,UNESCO-Kim-Care_Africa-ministudy-2020.pdf
"For example, in Côte d’Ivoire, the participants 
mentioned that there was no information on 21CS 
prior to this study.",4.969641,11.061407,4.60996,13.320665,4.906628,14.416471,6.769918,5.386961,13.621511,2.24453,2.780757,6.005692,3.05534,4.042814,2.807705,Health Care Social Assistance,UNESCO-Kim-Care_Africa-ministudy-2020.pdf
"Thus, when asking teachers to 
provide classroom assessments that target skills, 
the researchers were faced with the challenge 
of not only defining what these skills were, but 
also conveying it within a classroom context 
that the teachers could recognize.",2.869644,7.967641,3.659892,6.07496,40.153746,3.998345,2.780906,4.252167,8.145086,2.627077,2.128812,6.924438,2.034212,3.417701,2.965373,Educational Services,UNESCO-Kim-Care_Africa-ministudy-2020.pdf
"Similarly, The 
Gambia and Kenya both stated that teachers lack 
the knowledge necessary in this area and as a 
result, are unaware of how to teach and assess 
these skills.",3.857779,15.642028,5.631097,9.166364,18.378651,7.441998,4.580538,4.333441,9.955561,3.217534,2.730091,6.293875,2.943994,3.355013,2.472036,Educational Services,UNESCO-Kim-Care_Africa-ministudy-2020.pdf
"Understanding the nature of the 
skills has been identified by Care and colleagues 
(Care & Luo, 2016; Care et al.,",3.835393,5.929571,4.772844,3.22279,6.585196,36.266984,5.308864,3.213986,3.925177,3.014266,2.288315,14.022249,3.013256,2.262319,2.33879,Health Care Social Assistance,UNESCO-Kim-Care_Africa-ministudy-2020.pdf
"2019) as essential if 
education systems are to reform their curricula to 
integrate 21CS and more importantly, if they are 
to be able to implement this agenda.",2.455429,8.011724,2.535252,16.191157,36.909789,4.336916,3.93539,3.037384,3.958076,4.45424,1.312918,4.07274,2.136713,4.04861,2.603663,Educational Services,UNESCO-Kim-Care_Africa-ministudy-2020.pdf
"Therefore, 
this challenge underlies all other identified 
explanations.",5.999713,12.887351,4.68689,16.665489,4.048135,6.3685,5.095893,6.607081,17.461173,1.922879,2.419009,4.132909,3.287176,5.181932,3.235869,Mining Quarrying Oil Gas,UNESCO-Kim-Care_Africa-ministudy-2020.pdf
2.,4.312913,9.722184,4.17842,9.796577,2.500827,34.83294,4.542824,3.759668,7.64395,2.350968,2.981206,3.30514,4.245618,3.122224,2.70454,Health Care Social Assistance,UNESCO-Kim-Care_Africa-ministudy-2020.pdf
"The current system is designed to target 
subject-based (or disciplinary) skills.",2.624159,10.487569,4.298599,4.00696,13.077079,8.648492,5.790511,2.999141,4.708007,8.486023,1.444705,23.286692,3.676924,2.933611,3.531531,Technical Management Services,UNESCO-Kim-Care_Africa-ministudy-2020.pdf
"Many 
countries around the world acknowledge that 
21CS are necessary for success (Care et al.,",5.601534,8.495891,3.701434,13.563767,3.135132,16.129881,11.454445,9.593543,7.177256,2.0539,1.720734,8.875159,2.77914,2.771592,2.946591,Health Care Social Assistance,UNESCO-Kim-Care_Africa-ministudy-2020.pdf
2016).,4.35062,10.335864,2.776987,16.647801,4.259405,18.365743,6.137772,3.99032,7.728126,3.613447,2.194166,6.826488,4.214872,4.099996,4.458392,Health Care Social Assistance,UNESCO-Kim-Care_Africa-ministudy-2020.pdf
"However, in many countries, there is a general 
belief that learning 21CS is a natural outcome of 
any education system and there is therefore no 
need to teach these skills explicitly.",3.167889,8.414256,4.293644,7.430266,43.444295,5.860471,4.182033,3.34073,5.312787,1.707431,1.358886,3.919285,2.036237,3.077796,2.453994,Educational Services,UNESCO-Kim-Care_Africa-ministudy-2020.pdf
"For instance, 
in Côte d’Ivoire, only disciplinary skills3 have been 
targeted in the development of their educational 
programs.",2.736396,12.612819,5.247179,5.454742,22.010498,7.33197,3.205563,3.805533,9.370156,3.898801,2.150597,13.935118,2.580156,2.979312,2.681158,Educational Services,UNESCO-Kim-Care_Africa-ministudy-2020.pdf
"In DRC, there is recognition of the value 
of 21CS, but teaching and assessing these skills is 
problematic as the skills transcend the disciplines 
that are taught and for which teachers have explicit 
responsibility.",2.967486,9.643985,4.85968,6.018297,19.065326,8.208687,5.591562,5.512048,7.027012,2.748685,2.410111,13.292335,3.129819,5.365851,4.159115,Educational Services,UNESCO-Kim-Care_Africa-ministudy-2020.pdf
"The education system does not 
seek to categorize or systematically and explicitly 
evaluate cross-curricular competencies.",2.699342,6.889441,3.24896,5.087173,45.814638,4.000686,3.740873,3.072931,7.406415,2.369596,1.392541,5.65553,2.533155,3.216448,2.87227,Educational Services,UNESCO-Kim-Care_Africa-ministudy-2020.pdf
3.,4.208675,10.974483,3.776124,8.686959,2.668136,32.77127,4.956332,4.162935,7.570903,2.155864,3.135045,3.75745,4.915123,3.158122,3.102579,Health Care Social Assistance,UNESCO-Kim-Care_Africa-ministudy-2020.pdf
"There are few tools and assessments that 
measure 21st century skills.",3.511517,13.351352,8.364814,10.874893,6.447746,7.719728,4.147602,7.647223,13.177849,2.522786,2.30824,8.232548,3.450596,5.186768,3.056338,Agriculture Forestry Fishing,UNESCO-Kim-Care_Africa-ministudy-2020.pdf
"As mentioned by 
DRC, teaching is focused on discipline areas, and 
consequently assessments are also discipline-
based.",3.836325,14.442497,4.694779,6.585191,22.669489,7.827633,4.453731,3.262193,4.384558,5.551697,2.274169,9.895168,3.034304,3.498546,3.589719,Educational Services,UNESCO-Kim-Care_Africa-ministudy-2020.pdf
"Through the data collection for this study, 
it became apparent to many countries that there were no clearly identifiable items that could 
be determined as explicitly capturing 21CS.",4.371917,10.823532,3.499891,12.102195,3.080016,7.135235,7.012746,7.109675,25.061805,1.74697,2.340302,3.441116,3.882704,4.744017,3.647879,Mining Quarrying Oil Gas,UNESCO-Kim-Care_Africa-ministudy-2020.pdf
"In 
addition, the limits of traditional educational 
approaches to assessment were recognized.",5.067408,11.481723,3.539611,7.725916,35.829964,6.350912,3.130528,2.531662,6.673813,3.122997,2.000689,3.650916,2.073336,3.922868,2.897658,Educational Services,UNESCO-Kim-Care_Africa-ministudy-2020.pdf
"Specifically, The Gambia stated that the pen 
and paper format system that is common 
across education systems makes it difficult to 
accommodate the assessment of 21CS, as it 
does not easily allow for capture of the varied 
behaviours that demonstrate the skills.",3.862599,11.293684,4.103042,5.306949,26.366986,7.912924,5.766865,5.5817,8.271417,3.381188,1.948174,6.949665,2.91667,3.563961,2.774177,Educational Services,UNESCO-Kim-Care_Africa-ministudy-2020.pdf
4.,3.922697,11.312888,4.309849,10.080053,2.776144,28.696325,5.422023,4.701461,6.650258,2.116809,3.203513,4.835066,5.118059,3.608227,3.246627,Health Care Social Assistance,UNESCO-Kim-Care_Africa-ministudy-2020.pdf
"There is a lack of assessment literacy among 
teachers that is necessary for the development 
of both standardized and classroom tools to 
measure 21CS.",3.611762,10.841196,5.28293,7.839198,33.307037,5.574829,3.408887,3.680242,7.047572,2.994359,2.074093,5.078689,2.405032,4.341448,2.512727,Educational Services,UNESCO-Kim-Care_Africa-ministudy-2020.pdf
"There are resource challenges for 
teaching these skills and a lack of teacher training.",2.583662,11.024226,6.535459,4.307416,31.332433,5.621003,2.752867,2.639784,9.72153,2.737563,1.93578,10.079134,2.685361,3.311667,2.732115,Educational Services,UNESCO-Kim-Care_Africa-ministudy-2020.pdf
"The participating countries were all in agreement 
that teachers found it difficult to teach, assess and 
identify these skills in their classroom practices.",3.507775,10.518631,3.927776,6.222714,34.498422,5.030796,3.146452,4.621556,8.255046,2.393327,2.287981,6.810444,2.68246,3.469706,2.626913,Educational Services,UNESCO-Kim-Care_Africa-ministudy-2020.pdf
"In The Gambia, it was acknowledged that there 
are inadequate teaching and learning materials, 
which also impacts the ability of teachers to 
translate the concept of 21CS into effective 
daily classroom practices and classroom-based 
assessments.",3.506804,10.973368,4.570843,5.744739,35.019922,7.809193,2.861478,3.968987,6.998596,2.582944,2.15958,5.700382,2.242716,3.590469,2.269979,Educational Services,UNESCO-Kim-Care_Africa-ministudy-2020.pdf
"Similarly, teachers in DRC indicated 
that they were experiencing difficulties in 
adapting their teaching and assessment practices 
to the teaching of 21CS.",3.313859,9.957498,4.404576,6.951146,22.899562,10.128662,4.171565,4.825137,5.906089,2.93214,2.485132,10.453259,2.927883,4.799648,3.843844,Educational Services,UNESCO-Kim-Care_Africa-ministudy-2020.pdf
"Participants from Senegal 
suggested that one way to increase awareness for 
teaching 21CS may be through apprenticeships, 
so that teacher training is grounded in practice, 
rather than theory.",3.222743,10.130867,6.842539,5.046523,42.475574,6.552562,2.556295,3.217377,5.058988,2.07368,1.257789,5.510615,2.058797,1.72401,2.271641,Educational Services,UNESCO-Kim-Care_Africa-ministudy-2020.pdf
5.,4.042668,10.932639,3.957805,11.147477,3.132633,28.417032,5.61995,4.651119,6.684055,2.47634,3.317264,4.851118,4.141632,3.751665,2.876602,Health Care Social Assistance,UNESCO-Kim-Care_Africa-ministudy-2020.pdf
"There are issues of alignment between the 
educational goals, assessment, and pedagogy.",3.00373,5.400287,3.176058,3.765872,56.270656,4.458417,2.427942,1.826664,4.475682,2.727448,1.648909,4.556194,1.698704,2.663475,1.899963,Educational Services,UNESCO-Kim-Care_Africa-ministudy-2020.pdf
"Consistent with previous research (Care, Kim 
et al.,",4.724664,6.938974,3.177927,10.430034,4.249539,24.900762,8.040662,4.239306,8.437621,2.969528,2.693634,7.925313,3.777913,2.720549,4.773574,Health Care Social Assistance,UNESCO-Kim-Care_Africa-ministudy-2020.pdf
"2019), country participants identified the 
lack of alignment across the components of the 
education system to be a major challenge around 
21CS.",3.467403,10.337349,3.57407,10.04679,23.750675,8.008576,4.045121,4.285641,12.299334,2.716834,1.918936,5.112703,3.158757,4.367065,2.910749,Educational Services,UNESCO-Kim-Care_Africa-ministudy-2020.pdf
"For example, going into classrooms to talk 
with teachers and observe what assessments are 
used was an eye opener for the central Ministry-
level researchers in Lesotho.",2.762276,6.179834,3.100108,7.655415,45.971414,7.044826,3.535153,2.21814,5.73859,3.005891,1.832141,4.898318,1.580437,2.577084,1.900375,Educational Services,UNESCO-Kim-Care_Africa-ministudy-2020.pdf
"Despite changes to 
the curriculum and assessment policy, teachers 
were still using the old methods of assessing.",3.655425,13.292768,3.545207,13.582206,22.109648,6.084478,3.975395,3.529241,6.690608,4.663092,2.994989,4.980467,3.104827,5.108091,2.68356,Educational Services,UNESCO-Kim-Care_Africa-ministudy-2020.pdf
"In Kenya, although formative assessments, 
3.",6.301532,13.035351,4.476686,11.27821,7.571423,13.037337,6.012704,4.065752,9.932479,4.097297,3.212152,6.777786,3.451828,3.943965,2.805498,Health Care Social Assistance,UNESCO-Kim-Care_Africa-ministudy-2020.pdf
"Note that in this document, disciplinary skills and subject-specific skills 
are equivalent.",2.707611,11.828217,5.647408,5.687295,11.049574,6.890982,4.326784,3.729381,7.725815,6.548145,2.521237,18.526484,4.248922,4.939984,3.622161,Technical Management Services,UNESCO-Kim-Care_Africa-ministudy-2020.pdf
"Note that different countries use these terms to refer to 
content-based knowledge rather than transferable competencies.",6.189523,6.32077,5.744079,8.170448,5.388683,4.417466,18.204977,4.75258,13.775552,1.755449,1.80997,7.278297,5.153958,3.485299,7.552947,Information Finance Insurance,UNESCO-Kim-Care_Africa-ministudy-2020.pdf
"Capturing 21st Century Skills:  Analysis of assessments in selected sub-Saharan African countries30
such as classroom observations and providing 
feedback, are formally part of assessment policy, 
they are undertaken inconsistently.",5.342834,8.867275,4.221185,6.315546,28.420609,8.211085,4.054319,5.577227,8.228706,3.734666,1.732103,7.009536,2.459112,3.222849,2.602948,Educational Services,UNESCO-Kim-Care_Africa-ministudy-2020.pdf
"Instead, the 
assessments being conducted are largely pen and 
paper examinations through zonal examinations 
or commercially sourced papers.",4.767828,9.904718,6.489682,10.414177,8.570642,7.221965,6.909061,5.779537,13.906038,3.325364,4.437645,8.365877,2.842979,4.372304,2.692182,Mining Quarrying Oil Gas,UNESCO-Kim-Care_Africa-ministudy-2020.pdf
"Countries such 
as Senegal and Chad note that although 21CS 
goals are referred to in the curricula, how to 
translate what is written into classroom practice 
is another matter.",5.279425,11.817334,5.18247,11.986124,21.854143,10.446836,3.814565,4.407726,6.477899,2.97657,2.045302,6.579868,2.163384,2.624785,2.343571,Educational Services,UNESCO-Kim-Care_Africa-ministudy-2020.pdf
"This recognition of the lack 
of alignment is a very real positive step toward 
integration across policy and practice.",3.939355,9.094862,2.253332,22.809365,5.292018,12.203729,5.300961,5.598047,11.661402,4.640127,2.205065,6.143323,2.856228,3.448775,2.553412,Economywide,UNESCO-Kim-Care_Africa-ministudy-2020.pdf
"Policy intervention recommendations
There are some policy implications and possible 
areas for policy interventions that can be considered 
in order to address some of the limitations in the 
assessment and implementation of 21CS.",4.190423,8.045141,1.879205,19.323031,4.315529,15.719886,5.636298,2.369533,5.033539,11.272443,2.263352,11.908976,1.943212,4.130378,1.969053,Economywide,UNESCO-Kim-Care_Africa-ministudy-2020.pdf
"These 
recommendations have been reached through 
analysis of the study outcomes and reference to the 
three case studies that will be discussed below.",6.062252,8.508033,2.536215,14.060736,6.499267,11.313583,6.577073,4.272384,10.135949,2.496288,2.839657,11.356692,4.93306,4.512747,3.896062,Economywide,UNESCO-Kim-Care_Africa-ministudy-2020.pdf
1.,4.082766,9.807219,3.58097,8.537304,2.733326,38.251986,4.357037,3.81913,6.618027,2.477359,2.453744,3.025973,4.550162,2.943785,2.761212,Health Care Social Assistance,UNESCO-Kim-Care_Africa-ministudy-2020.pdf
"Communication and advocacy: Increasing awar -
eness on 21CS, specifically regarding their defini -
tions and the nature of the skills, and their rele -
vance for lifelong learning and work;
2.",2.60805,8.333378,6.430901,3.663984,18.6244,13.273928,7.497848,4.102157,5.395105,3.330218,1.944879,14.465291,2.988516,3.364188,3.977157,Educational Services,UNESCO-Kim-Care_Africa-ministudy-2020.pdf
"Strengthening of 21CS policy: Systematic consi -
deration of 21CS in education policies, monitoring 
and certification systems, and the curriculum, as 
well as other education resources, such as ma -
nuals, teacher guides, and evaluations;
3.",2.783445,6.29678,2.00694,8.992331,34.97868,7.020612,5.815654,3.087193,4.126409,6.41677,1.521707,7.73767,2.765929,3.349722,3.100158,Educational Services,UNESCO-Kim-Care_Africa-ministudy-2020.pdf
"Capacity building for effective implementation: 
Capacity building of stakeholders at all levels, 
including policymakers, education administrators, 
curriculum developers, assessment experts, 
teachers, and parents, on issues related to 21CS 
and assessment literacy;
4.",2.989464,9.043373,2.144662,3.617975,36.741096,4.774945,3.256343,3.505909,4.748957,8.3959,1.456977,7.281861,3.102503,6.351249,2.588786,Educational Services,UNESCO-Kim-Care_Africa-ministudy-2020.pdf
"Continuing guidance and support: Development 
of materials to support teachers on how to teach 
and assess 21CS in their classrooms and provide 
adequate training on various pedagogical 
practices that can support the development 
of skills in their students; research on ways to 
improve learning associated with 21CS.",1.749286,4.904213,1.867522,3.248466,62.30653,5.893896,2.159308,1.864609,2.319437,1.713209,1.232242,5.086002,1.518814,2.63427,1.502195,Educational Services,UNESCO-Kim-Care_Africa-ministudy-2020.pdf
"These recommendations are discussed further in 
relation to specific countries below.",8.69101,10.731531,2.163754,22.86436,4.814094,6.748157,5.828089,5.666075,10.933381,2.733773,1.880864,5.247731,3.652527,3.902807,4.141847,Economywide,UNESCO-Kim-Care_Africa-ministudy-2020.pdf
"31
Participation in the study prompted the country 
teams to examine in depth the nature of their learning 
systems, structures, resources, and needs.",6.079388,9.25526,3.306231,7.657977,15.773386,7.354966,6.183634,4.713578,14.823728,3.308397,2.067442,9.021638,2.950225,5.047967,2.456186,Educational Services,UNESCO-Kim-Care_Africa-ministudy-2020.pdf
"While much 
of this review echoed the general need to improve 
the quality of education, it should be noted that 
much of it was also triggered by an awareness of 
what current aspirations for 21CS learning outcomes 
imply in practical terms.",3.929085,5.214924,2.390499,13.082224,42.66356,4.493714,3.786702,3.129126,5.188556,1.979046,1.602242,4.918224,1.841999,3.002487,2.777613,Educational Services,UNESCO-Kim-Care_Africa-ministudy-2020.pdf
