Sentence,Accountants,Artists,Books and Literature,Business Owners,Charitable Trusts and NGOs,Consumer Services,Counselors,Doctors,Estate Agents,Family Offices,Financial Advisors,Franchise Operations,Goods Suppliers,Governments,Hospitals,Independent Consultants,Individuals,Intergovernmental and Regulators,International Institutions,Lawyers,Manufacturers,Multi Nationals,Municipalities and Cities,Online Re-Sellers,Organizations,Parents,Philanthropies and Foundations,Politicians,Private Corporations,Professionals,Public Companies,Regional Governments,Restaurants,Retail Shops,Seniors,Service Vendors,Singles,Sports Persons,Students,Universities,Category_Tag,Filename
"Assessment of transversal 
competencies: current tools in the Asian region.",1.52397,1.30411,1.318477,0.469124,1.446789,3.962366,3.208967,0.541033,0.4516,1.300316,1.032043,3.731945,4.189425,1.929865,0.969549,1.075466,2.624172,9.194392,4.217485,1.158296,9.06918,7.445993,1.952072,1.25008,8.677288,0.693773,0.87249,0.883197,0.696285,2.49358,1.940572,2.716259,0.505755,1.86602,1.296396,5.076561,0.581482,1.83485,3.048473,1.450305,Intergovernmental and Regulators,UNESCO-Kim-Care_Africa-ministudy-2020.pdf
"Bangkok, Paris: 
UNESCO.",1.244324,2.943534,2.970269,1.157554,7.213646,3.729514,1.322954,0.622431,0.761956,1.01726,0.994325,2.881652,0.817552,1.718772,1.275099,1.211887,8.659574,4.244994,10.59971,0.589674,2.609072,3.825218,3.06117,2.055442,3.873237,0.802723,5.210559,0.873709,0.652192,2.884107,1.093255,1.94168,1.524232,2.533447,1.614074,2.441339,0.68418,0.888703,3.816783,1.638199,International Institutions,UNESCO-Kim-Care_Africa-ministudy-2020.pdf
"Care, E., & Luo, R. (2016).",1.782058,3.107039,5.296722,1.545218,1.612195,10.451945,3.780731,6.709698,0.75891,1.574399,2.473398,3.363515,2.561749,1.236071,3.760724,1.536405,3.635004,1.542183,1.225633,1.272387,10.839511,2.317266,0.744831,0.985093,2.863176,1.507356,0.796124,1.067413,0.459824,4.476431,2.450828,0.749756,0.986429,1.540585,2.435958,2.94809,0.757271,0.904788,1.433096,0.510189,Manufacturers,UNESCO-Kim-Care_Africa-ministudy-2020.pdf
"Assessment of Transversal 
Competencies: Policy and Practice in the Asia-Pacific Region.",1.697624,1.481286,1.932049,0.600755,3.074404,5.8318,2.865374,0.577783,0.660536,1.685106,2.034479,3.436713,1.767498,6.458877,1.270349,1.431826,1.791217,4.710404,5.117404,0.716762,4.429143,4.201178,3.863178,1.210456,6.83593,0.978312,2.609502,1.134244,0.951051,1.49957,1.496217,10.237822,0.468511,1.182472,1.261595,3.906646,0.690543,0.704881,2.225294,0.97121,Regional Governments,UNESCO-Kim-Care_Africa-ministudy-2020.pdf
Bangkok and Paris: UNESCO.,1.197913,3.149514,3.553577,0.987385,5.62303,3.87869,1.22514,0.52006,0.742313,0.938986,0.977278,3.058252,0.775483,2.112283,1.062782,1.043132,8.618229,5.565992,11.532007,0.54968,2.577153,4.53686,3.230501,1.963518,3.39756,1.033969,4.142069,0.879093,0.584403,2.735725,1.136711,2.516308,1.585141,2.352107,1.516649,1.769267,0.698352,0.864634,3.728384,1.639873,International Institutions,UNESCO-Kim-Care_Africa-ministudy-2020.pdf
Kenya Institute of Curriculum Development (2017).,0.938616,1.755123,2.188173,0.906548,11.204354,2.596603,1.560545,0.792453,0.283435,1.087293,0.802298,1.192019,1.365183,3.795874,2.133247,1.142048,3.550213,2.720492,5.328796,0.425352,3.648114,1.734847,2.150785,0.477951,12.675171,1.0999,7.086128,1.002434,0.598588,1.495194,0.815749,1.91428,0.613504,1.288149,1.36191,3.165632,0.389777,0.760843,11.213547,0.738835,Organizations,UNESCO-Kim-Care_Africa-ministudy-2020.pdf
"Basic 
education curriculum framework.",1.15534,2.369696,3.218053,0.75485,4.317671,19.556524,2.959989,0.660499,0.272998,0.891901,1.513806,1.528347,1.188533,2.496867,2.249745,1.560839,2.223376,1.14044,1.286559,0.538101,2.889743,0.421382,2.139737,0.776993,4.533852,2.120694,2.725052,0.934595,0.753397,1.830188,0.899319,1.267502,0.604912,1.650992,1.200506,3.574461,0.752706,0.772951,16.637723,1.62916,Consumer Services,UNESCO-Kim-Care_Africa-ministudy-2020.pdf
Retrieved from https://kicd.,1.465749,5.95566,6.462405,1.190504,2.682086,6.491631,4.828811,0.740005,0.620144,0.840746,0.96599,3.389859,2.204002,0.97626,1.171303,1.451038,4.349906,2.193122,2.118314,1.498395,7.479322,2.106737,0.714859,4.937086,3.968166,0.659274,2.032033,1.125213,1.087416,0.963306,5.535213,0.751923,1.370868,2.147593,1.825072,4.591583,0.747678,1.178124,3.069084,2.11352,Manufacturers,UNESCO-Kim-Care_Africa-ministudy-2020.pdf
"ac.ke/curriculum-reform/basic-education-curriculum-framework/  
Democratic Republic of Congo Loi-cadre n° 14/004 du 11 février 
2014 de l’enseignement national (n.d.).",0.930383,2.648586,3.496545,0.769664,5.851601,4.372816,1.705876,0.712153,0.297739,0.627171,0.691696,1.761371,1.277385,6.662635,2.34402,0.900387,5.151762,6.426619,5.157573,0.409963,4.393868,1.742801,2.222599,0.620924,10.121958,1.023903,3.875758,1.317251,0.869748,1.698646,1.70913,2.970237,0.703499,1.233107,1.305762,1.83351,0.53844,0.63617,7.820241,1.166503,Organizations,UNESCO-Kim-Care_Africa-ministudy-2020.pdf
"Retrieved from http://
www.leganet.cd/Legislation/Droit%20Public/enseignement/
Loi14.004.11.02.2004.htm  
République de Côte d’Ivoire (2018-2019).",1.451776,2.372076,7.661293,0.904563,4.353794,3.535535,1.352524,0.60334,0.39061,0.805729,0.827143,2.138966,2.056691,7.08704,0.964631,0.957173,6.449641,8.293272,7.807796,1.502513,6.07141,2.01624,1.413662,0.847069,4.710611,1.039696,3.116523,2.57296,0.817242,1.431743,2.760507,2.037757,0.843522,1.269406,1.005085,2.460701,0.574175,0.832391,2.014306,0.648887,Intergovernmental and Regulators,UNESCO-Kim-Care_Africa-ministudy-2020.pdf
"Direction des 
stratégies, de la planification et des statistiques, Ministère 
de l’Éducation Nationale, de l’Enseignement Technique et la 
Formation professionnelle.",1.907007,2.401485,3.15474,1.108286,2.687826,12.212144,1.912074,0.86495,0.574825,1.183991,2.332271,2.209904,1.509735,4.488102,1.822554,1.664601,5.697269,2.959793,2.367965,0.988763,4.378051,1.7312,3.255051,0.877286,8.984389,1.784053,2.236883,1.648402,0.788372,3.25687,1.823638,2.34941,0.777766,1.074444,1.284711,3.350214,0.800774,1.029591,3.438393,1.082216,Consumer Services,UNESCO-Kim-Care_Africa-ministudy-2020.pdf
"Ministere de l’education nationale de la république du  Sénégal 
(2013).",0.94066,1.801622,3.957734,0.724266,5.659586,2.073598,1.907033,0.850548,0.238733,0.87236,0.704854,0.90109,0.947305,12.859233,2.75081,1.046073,5.205327,4.042101,6.93925,0.59449,2.672286,1.426608,2.273001,0.366323,7.549967,0.932966,3.611608,1.991737,0.634969,1.44122,0.982418,5.544527,0.629842,0.656657,1.215834,1.888105,0.334138,0.699704,9.284353,0.847064,Governments,UNESCO-Kim-Care_Africa-ministudy-2020.pdf
"Programme d’ Amélioration de la Qualité, de l’Equité 
et de la Transparence [PAQUET].",1.899266,3.766784,2.952752,1.244334,3.648371,15.500423,2.778263,0.963926,0.6406,1.029601,1.777545,2.573378,2.37229,2.612851,1.897941,2.022206,3.657605,2.942634,1.665156,0.987412,6.675103,1.16167,2.288759,1.403174,5.13018,1.059917,2.743838,1.648959,0.75407,2.588393,1.880279,1.338616,1.046542,1.895861,1.341195,5.233108,0.795801,1.126705,1.923843,1.030652,Consumer Services,UNESCO-Kim-Care_Africa-ministudy-2020.pdf
Retrieved from http://www.,1.108844,7.356267,13.759759,1.605866,1.383037,7.491973,5.182092,0.62704,0.584947,0.573939,1.108937,2.578301,2.226457,0.587099,0.776753,1.000765,5.32912,0.766446,1.055226,1.134543,8.720754,1.419288,0.470141,5.090761,1.636914,0.642817,1.210302,0.749424,0.683945,1.397397,6.441645,0.418853,1.781063,3.697185,0.869336,2.698385,0.501835,1.406714,2.061329,1.8645,Books and Literature,UNESCO-Kim-Care_Africa-ministudy-2020.pdf
"education.gouv.sn/fr/politique-educative?qt-quick_programme_
et_projets_=0#qt-quick_programme_et_projetsRapport mini-étude OAA Sénégal, INEADE/MEN Sénégal, 
janvier 2019
Carnet de test LMTF, INEADE/MEN Sénégal, janvier 2016
Carnet de test SNERS, INEADE/MEN Sénégal, mai 2015 
Ministry of Basic and Secondary Education of The Gambia 
(2015).",0.914293,2.158558,5.051382,0.833643,5.257913,5.672373,2.953239,0.919129,0.310337,1.204033,0.856322,1.709681,2.013991,4.70087,2.82724,1.106991,6.742562,3.062686,4.327579,0.680224,6.119863,1.626273,1.482813,0.735771,8.486921,1.4837,2.965309,1.449893,0.780477,2.002217,2.014568,2.186998,0.787849,1.01904,1.481759,4.409572,0.689274,1.213097,4.895739,0.865819,Organizations,UNESCO-Kim-Care_Africa-ministudy-2020.pdf
Mission statement.,0.974482,3.872043,15.189142,1.999066,2.186078,3.794714,13.409805,1.096096,1.521188,0.492197,2.817181,4.000246,0.479198,1.272443,1.648486,1.811691,3.515821,2.737152,4.032468,1.910581,4.617308,1.587615,0.814378,0.863604,4.261757,0.550926,1.650419,1.616638,0.679961,3.861472,0.926037,0.77433,0.581384,0.41339,0.548667,1.487413,2.066568,1.380744,1.969838,0.587473,Books and Literature,UNESCO-Kim-Care_Africa-ministudy-2020.pdf
Retrieved from http://www.,1.108844,7.356267,13.759759,1.605866,1.383037,7.491973,5.182092,0.62704,0.584947,0.573939,1.108937,2.578301,2.226457,0.587099,0.776753,1.000765,5.32912,0.766446,1.055226,1.134543,8.720754,1.419288,0.470141,5.090761,1.636914,0.642817,1.210302,0.749424,0.683945,1.397397,6.441645,0.418853,1.781063,3.697185,0.869336,2.698385,0.501835,1.406714,2.061329,1.8645,Books and Literature,UNESCO-Kim-Care_Africa-ministudy-2020.pdf
"edugambia.gm/about-us/mission-statement
Gambia Education Policy 2016-2030
Ministry of Education and Training of the Kingdom of Lesotho  
(2008).",0.760972,1.340669,4.034602,1.026079,6.163873,5.061567,1.833,0.611836,0.297121,0.960397,1.006245,1.522437,1.053431,14.319826,1.783974,1.245815,4.931909,3.818893,7.24651,0.447853,2.57407,1.430675,1.918158,0.525976,7.528275,1.711098,3.450069,1.429538,0.788657,1.498905,1.11913,4.360107,0.416449,0.591547,0.853731,2.112731,0.474694,0.597533,6.405624,0.746024,Governments,UNESCO-Kim-Care_Africa-ministudy-2020.pdf
"Curriculum and assessment policy: Education for 
individual and social development.",1.452534,2.073206,2.760759,1.020264,3.747231,8.67064,4.225358,0.673146,0.440915,1.599279,2.815282,1.570097,0.938216,4.288939,1.225816,2.140501,2.141302,2.273057,2.170596,0.689607,2.566601,0.788698,6.451858,0.456573,9.384186,3.177256,2.981814,1.711244,0.988661,2.057965,0.741388,2.963083,0.830661,0.687668,2.062754,3.735632,1.261268,0.690296,7.858029,1.687618,Organizations,UNESCO-Kim-Care_Africa-ministudy-2020.pdf
"Retrieved from http://
planipolis.iiep.unesco.org/sites/planipolis/files/ressources/
lesotho_curriculum_and_assessment_policy_framework.pdf 
Ministry of Education, Government of the Republic of Zambia 
(2007).",0.980454,2.298956,4.54405,0.977414,6.185891,5.255408,1.705953,0.60144,0.33655,0.90155,1.203797,1.513059,1.073229,6.902685,1.486665,1.316756,8.477569,3.273719,4.554228,0.678526,3.864018,1.898877,2.297631,0.844425,8.694201,1.269343,4.301066,1.661229,0.669037,1.798374,1.57379,2.961501,0.625097,1.003736,0.740282,2.422207,0.570189,0.707809,7.081623,0.747666,Organizations,UNESCO-Kim-Care_Africa-ministudy-2020.pdf
"Education sector: National implementation framework 
2008-2010.",1.055752,1.485942,2.04402,0.726112,4.585949,6.640218,1.264022,0.450511,0.318335,1.332593,1.550685,1.150519,0.981406,11.398814,1.61901,1.462294,2.258056,2.853341,3.794785,0.456197,2.610342,1.069178,4.877601,0.370071,13.101151,1.103942,3.598691,1.398062,0.84662,1.341516,0.95856,5.675534,0.495126,0.53973,1.30716,2.327262,0.437728,0.757762,8.351123,1.404284,Organizations,UNESCO-Kim-Care_Africa-ministudy-2020.pdf
"Retrieved from http://www.moge.gov.zm/?wpfb_dl=57 
OECD (2001).",2.197203,2.581155,10.110615,0.918283,1.937581,6.976846,1.984092,0.679501,0.381995,0.798602,1.530098,1.404339,1.48987,2.334593,1.106921,0.941878,8.128427,4.133584,7.487553,1.253358,7.89642,2.405791,0.848902,0.972146,4.828529,0.677398,1.563139,2.937312,0.779631,1.843256,6.277657,0.955878,0.654293,0.925648,1.435875,1.917468,0.553906,1.258053,1.607321,1.284883,Books and Literature,UNESCO-Kim-Care_Africa-ministudy-2020.pdf
"Definition and Selection of Competencies: 
Theoretical and Conceptual Foundations.",2.157793,4.307656,2.730045,1.503309,2.299363,7.241848,3.818548,0.792795,0.725192,0.72013,2.805024,3.570664,2.506341,1.237351,1.182276,3.357866,5.876867,2.013906,1.070532,1.038237,5.666955,1.23227,1.606012,0.962033,7.43449,1.910943,2.217578,1.351395,0.751552,6.435813,1.197647,1.142992,0.665411,1.378484,0.921603,6.549284,0.788593,2.223994,3.617758,0.989451,Organizations,UNESCO-Kim-Care_Africa-ministudy-2020.pdf
"http://www.oecd.org/
education/skills-beyond-school/41529556.pdf
Pellegrino, J. W., & Hilton, M. L. (Eds.). (",2.026132,4.148533,8.033502,1.299779,1.762591,4.772363,4.942415,2.295128,0.745213,1.080524,3.532993,1.701782,0.922827,0.866899,1.570467,1.539458,14.900714,0.754077,0.945639,1.45266,4.268941,0.746823,0.867298,0.833908,2.041489,3.056024,1.283943,1.683731,0.34339,3.918908,1.607871,0.55944,0.830842,1.161953,2.65334,1.514243,0.948588,1.451092,9.52755,1.40693,Individuals,UNESCO-Kim-Care_Africa-ministudy-2020.pdf
2012).,1.708952,7.482452,13.455188,0.75115,1.760152,3.90784,7.736891,1.353712,0.550741,0.787107,1.573076,6.752675,1.928665,1.36238,1.764212,1.597645,3.112702,1.538179,1.99837,1.05498,9.793282,1.3227,0.71895,1.351981,3.418697,0.428797,1.623535,1.148725,0.787964,2.280708,1.924496,0.844149,0.73123,1.222211,0.880189,4.08553,0.569967,1.580147,2.101312,1.00836,Books and Literature,UNESCO-Kim-Care_Africa-ministudy-2020.pdf
"Education for life 
and work: Developing transferable knowledge and skills in the 
21st century.",1.363545,4.318184,3.886894,1.130494,3.207486,7.168441,4.302537,0.74819,0.823622,1.276722,2.163228,1.991727,1.397188,2.115515,1.358566,1.755069,8.69376,1.008348,1.121649,1.065106,3.202419,0.829626,2.726243,1.046958,4.462843,2.756218,2.316421,1.696684,0.428183,3.101315,1.27789,1.240451,0.912639,1.850362,4.870886,3.903329,0.819156,1.309655,9.191766,1.160689,Students,UNESCO-Kim-Care_Africa-ministudy-2020.pdf
"Washington, D.C.: The National Academies Press.",1.395013,3.938755,7.762671,0.822607,3.346459,6.743874,2.807034,1.222371,0.828031,0.928411,1.732128,1.466733,0.408448,2.4935,1.755994,1.265359,6.869884,2.043818,1.653782,2.289097,2.386561,0.774409,1.514634,0.49421,5.922956,1.223801,2.634877,2.447159,0.601215,1.931693,1.474015,0.979994,0.445563,1.210973,4.9298,1.48022,0.522829,0.704788,10.84137,5.704964,Students,UNESCO-Kim-Care_Africa-ministudy-2020.pdf
Republique du Mali (1999).,1.070581,3.301159,8.736585,1.016482,2.802257,2.052509,1.882745,0.984989,0.54615,0.85589,0.614352,2.199229,1.229353,5.589515,2.70194,0.536131,9.69079,8.737147,7.876281,0.792647,8.030453,3.025686,1.292113,0.442308,4.094616,0.768683,2.596686,2.008822,1.164854,1.363546,1.999777,2.376278,1.130322,0.928239,0.761686,1.401225,0.581311,0.695023,1.325988,0.795651,Individuals,UNESCO-Kim-Care_Africa-ministudy-2020.pdf
"Loi 99-046 AN RM, portant loi 
d’orientation sur l’éducation.",3.566423,2.561189,6.175634,1.169565,3.186039,7.193038,3.213548,0.954161,0.762616,1.102736,3.014067,1.648427,1.004831,3.907201,1.881664,1.428209,4.465067,3.112263,2.26467,3.982152,3.330906,0.816207,2.099246,0.757657,4.820932,2.149386,1.901376,1.90016,0.697203,2.201928,2.13652,1.726548,0.586181,0.898446,1.46871,4.579496,0.663201,1.350402,7.274921,2.047074,Students,UNESCO-Kim-Care_Africa-ministudy-2020.pdf
Retrieved from https://www.ilo.,1.216295,6.078743,7.94656,1.812708,2.10096,5.621473,4.908145,0.650998,0.59304,0.777494,1.044593,2.130384,1.990035,0.813867,0.905904,1.013749,7.405664,1.459652,3.023564,1.207526,7.517088,2.206882,0.505158,4.758768,3.503389,0.803307,1.395185,0.799059,0.640979,1.414941,7.552975,0.558845,1.559317,1.813592,1.249126,3.354319,0.695389,1.461436,2.973853,2.535037,Books and Literature,UNESCO-Kim-Care_Africa-ministudy-2020.pdf
"org/dyn/natlex/docs/ELECTRONIC/97009/114926/F-568307560/
MLI-97009.pdf  
Republique du Tchad (2017).",1.983577,3.471836,9.208539,0.958746,1.613809,7.972423,3.19611,5.005282,0.504366,0.778627,1.15509,2.979359,1.805781,1.683137,4.506459,1.097033,5.956337,2.336846,2.562721,1.480883,9.565567,1.812622,0.997568,1.118018,3.116789,0.821819,1.077247,1.223181,0.652149,3.219626,3.238654,0.752908,1.171955,1.559216,1.251399,2.789937,0.648076,1.527476,2.203229,0.995601,Manufacturers,UNESCO-Kim-Care_Africa-ministudy-2020.pdf
"Plan intérimaire de l’éducation 
au Tchad (PIET) 2018-2020.",0.98068,1.696061,4.166664,0.554835,6.644108,5.031604,2.307623,0.607392,0.27093,1.370849,1.301647,2.270043,1.362667,7.297257,1.79171,1.076928,3.756664,3.981538,4.187055,0.415196,4.296113,1.290427,2.367868,0.614341,7.971861,1.393329,4.293169,1.246134,0.892276,1.141243,1.299487,4.274248,1.307342,1.224754,2.317429,2.630665,0.652404,0.500112,8.236296,0.979048,Students,UNESCO-Kim-Care_Africa-ministudy-2020.pdf
Retrieved from https://www.,1.484001,5.62911,4.654283,1.269095,3.170539,4.675274,5.057149,0.538416,0.719468,0.811132,1.0488,2.168413,1.703724,0.807747,0.7999,1.061506,6.502239,1.847276,2.822199,1.701671,5.356598,2.031909,0.478601,7.484094,3.722543,0.740539,2.329204,0.879702,0.735043,1.050394,9.092767,0.585731,1.448426,1.777823,1.367967,2.953515,0.62984,1.581898,3.436998,3.844466,Public Companies,UNESCO-Kim-Care_Africa-ministudy-2020.pdf
"globalpartnership.org/fr/content/plan-interimaire-de-leducation-
2018-2020-tchad 
Scoular, C., & Care, E. (2018).",1.298446,1.614613,2.057045,1.102161,3.964907,8.931034,3.40492,1.488901,0.529183,1.236833,3.203266,2.216359,0.999609,2.60287,2.261785,2.327223,2.930306,3.685934,4.706304,0.764458,2.879573,3.341272,1.412215,0.835877,8.957913,0.872834,3.233809,0.979312,0.590984,3.845022,1.798841,2.023417,0.68184,1.097162,2.934074,3.381028,0.740307,0.622094,7.561503,0.884767,Organizations,UNESCO-Kim-Care_Africa-ministudy-2020.pdf
"Teaching 21st century skills: 
Implications at system levels in Australia.",1.677622,3.630459,2.058233,1.229684,2.358589,9.484648,4.783122,0.811904,1.112744,1.725633,3.49065,1.894969,0.880184,3.452268,1.11338,3.932286,2.729724,1.655527,0.756111,0.814337,1.559902,0.581172,4.663403,0.998051,3.804521,2.259706,1.963749,3.139,0.379687,5.210831,0.384202,3.162614,0.569663,0.633153,5.026224,6.109455,0.740836,1.610548,6.675936,0.935273,Consumer Services,UNESCO-Kim-Care_Africa-ministudy-2020.pdf
"In E. Care, P .",2.806424,2.317064,4.081656,3.068038,1.063961,19.199137,3.039056,13.06371,0.788234,1.613249,2.688855,3.728144,1.25347,0.759343,6.485025,1.320294,1.607215,0.65033,0.602438,1.333699,5.465408,0.971568,0.569876,0.664698,1.569483,1.18021,0.633622,0.938752,0.47662,3.880269,1.727656,0.466009,0.984309,1.251279,3.154717,2.591638,0.540564,0.42464,0.769789,0.26955,Consumer Services,UNESCO-Kim-Care_Africa-ministudy-2020.pdf
"Griffin & 
M. Wilson (Eds.).",3.693551,8.535605,6.790412,1.045634,0.831976,3.095165,9.172015,11.294821,1.050449,0.647716,2.697975,3.759401,1.084786,0.552757,1.736952,3.347495,3.494712,0.856166,0.547315,4.51865,4.896641,0.894244,0.401718,0.794311,1.533976,2.09064,0.55508,1.286788,0.37197,3.448884,2.042761,0.477083,0.487419,1.147444,3.603399,1.52344,0.657743,1.934603,2.132856,0.965446,Doctors,UNESCO-Kim-Care_Africa-ministudy-2020.pdf
"Assessment and Teaching of 21st Century Skills: 
Research and Applications (pp.",1.157985,4.633544,2.957519,1.26117,2.168701,10.809058,3.467674,1.048615,0.725562,0.94968,2.656077,2.665381,1.000249,1.321917,0.990426,2.130148,5.025555,1.38376,0.766705,0.789739,2.710881,0.660299,3.318894,0.68621,3.454422,1.901225,1.647741,1.504483,0.414464,4.099921,0.650417,1.842364,0.800247,1.465033,10.559173,4.448658,0.773032,2.055569,8.079551,1.017948,Consumer Services,UNESCO-Kim-Care_Africa-ministudy-2020.pdf
145-162).,2.384172,6.511755,27.257497,0.610512,0.96946,2.516894,6.046393,2.213226,0.778409,0.503363,1.258219,6.01984,1.062033,1.21903,1.73036,0.691732,4.082272,1.390052,1.572141,1.748292,6.444114,1.243861,0.797043,1.07414,1.878712,0.534401,0.760115,1.328332,0.34679,1.088491,2.925402,0.688901,0.961064,1.026087,1.580202,1.7285,0.516304,1.328935,2.184827,0.998123,Books and Literature,UNESCO-Kim-Care_Africa-ministudy-2020.pdf
Cham: Springer.,3.50744,6.194503,11.98596,1.851613,0.614814,5.217425,6.647877,1.517418,0.836993,0.65023,3.001143,5.69336,1.029875,0.584669,1.009454,1.520917,2.42083,1.286687,0.659574,1.586582,7.653736,1.183947,0.783209,1.92788,2.35459,0.591591,0.491707,1.322251,0.503245,3.332244,2.315832,0.453239,3.303769,3.217716,1.810164,5.876271,0.622886,1.247875,2.280129,0.910354,Books and Literature,UNESCO-Kim-Care_Africa-ministudy-2020.pdf
UNESCO(1996).,1.671271,2.955508,5.308698,0.479125,5.120849,2.045861,2.529974,0.996846,0.605231,0.942326,1.458438,1.660722,0.689148,1.637345,1.084272,1.635577,3.386331,6.91475,23.017915,0.865271,2.339468,1.888975,0.911286,0.752297,4.497754,0.687673,5.989254,0.600149,0.776219,2.030907,2.000376,1.408231,0.46015,0.953305,1.894362,1.461619,0.538272,0.874839,2.091736,2.837669,International Institutions,UNESCO-Kim-Care_Africa-ministudy-2020.pdf
Learning: the treasure within.,0.966067,8.231269,14.198777,1.127639,5.142214,5.69937,6.158425,0.398451,0.451075,0.836962,1.670789,2.902074,0.620914,0.934381,0.795511,0.806965,7.074019,1.063777,1.085629,0.767128,2.559843,0.496253,1.280697,1.821288,3.936646,1.155609,3.67755,0.763123,0.333588,1.204024,0.800952,0.777673,1.13876,2.920285,2.607184,2.924701,0.927404,0.991496,7.829501,0.921988,Books and Literature,UNESCO-Kim-Care_Africa-ministudy-2020.pdf
"Authors: J. 
Delors et al.",1.840717,9.905942,15.903985,1.654117,1.019111,1.581903,3.184984,3.133588,0.814205,0.724503,2.097149,1.489864,0.781999,0.424278,0.787643,1.584541,16.393085,0.927486,0.682713,2.391391,6.130104,1.13204,0.644934,0.907078,2.228141,1.02298,0.87227,1.132835,0.346729,4.430328,2.141255,0.299092,0.763285,1.605502,2.251933,1.341589,0.75203,1.403002,2.211052,1.060618,Individuals,UNESCO-Kim-Care_Africa-ministudy-2020.pdf
Paris: UNESCO.,1.601157,4.905548,5.515352,1.058993,4.591384,3.291636,1.925194,0.538328,1.031554,0.598723,1.257973,1.458833,0.465609,1.330972,0.897759,1.031688,10.033248,4.306875,14.507262,0.95809,1.958341,1.72413,1.527111,1.110413,3.069874,0.888148,4.266621,1.038015,0.558254,4.926749,1.124235,1.021266,1.556555,1.570031,1.132928,1.283418,1.178062,1.453125,4.643811,2.662734,International Institutions,UNESCO-Kim-Care_Africa-ministudy-2020.pdf
UNESCO (2015a).,0.958205,2.211284,3.310735,0.391826,7.94846,1.450527,1.624002,0.504055,0.403762,0.776229,0.698965,1.266738,0.95059,2.879458,1.243226,0.816975,6.064162,5.679603,20.901563,0.912743,3.031294,1.812861,1.925988,0.835761,7.008229,0.43896,6.758609,0.877188,0.956923,1.310842,1.82469,1.956532,0.567955,0.926188,1.001539,1.577585,0.601211,1.078342,2.030966,2.485233,International Institutions,UNESCO-Kim-Care_Africa-ministudy-2020.pdf
"Asia-Pacific Education Research Institutes 
Network (ERI-Net) Phase 1 Regional Synthesis Report.",0.838058,2.465443,2.045266,0.813664,2.02739,5.509666,1.310582,0.625136,0.309222,0.924834,1.053051,1.538777,1.651075,2.356958,1.659281,1.067252,2.564934,2.848789,7.810719,0.264665,6.712229,5.38409,1.501955,0.682366,10.336208,0.874697,1.33288,0.454903,0.834851,1.914531,2.139442,4.81813,0.709923,1.049662,1.037491,2.916444,0.742702,0.850525,12.267664,3.754546,Students,UNESCO-Kim-Care_Africa-ministudy-2020.pdf
"Bangkok: 
UNESCO.",0.993028,2.654653,3.012591,0.930344,8.434374,2.408069,1.512366,0.606495,0.551418,1.235199,0.797603,3.567212,0.984237,2.422344,1.396649,1.166057,6.552111,4.472326,11.855642,0.498005,3.081241,4.517736,2.895436,1.69083,5.142478,0.700521,5.652406,0.932524,0.831022,1.741502,1.022242,3.618581,0.987141,1.642509,1.559597,2.88353,0.46351,0.63214,2.787208,1.167124,International Institutions,UNESCO-Kim-Care_Africa-ministudy-2020.pdf
UNESCO (2015b).,1.033706,2.473631,3.8279,0.42245,7.506036,1.508733,1.738047,0.5393,0.407649,0.759948,0.687099,1.358817,1.079894,2.57086,1.306911,0.835446,6.645172,5.252716,19.102807,0.924987,3.563311,2.004555,1.670032,0.862026,6.922198,0.479535,6.050641,0.86703,1.095186,1.500798,2.15459,1.784335,0.63128,0.962269,1.097414,1.632314,0.648661,1.239338,2.096341,2.756037,International Institutions,UNESCO-Kim-Care_Africa-ministudy-2020.pdf
"Transforming Teaching and Learning in Asia 
and the Pacific: Case Studies from Seven Countries.",0.671143,2.549658,3.618523,0.9615,3.090212,5.081279,2.183863,0.487161,0.325373,1.214355,1.145244,1.930186,0.988428,3.730818,1.396024,0.808538,5.790773,1.369933,3.401665,0.437806,2.995695,2.493636,3.122225,0.91122,7.181987,2.656085,2.090621,0.867431,0.761186,1.559559,1.297736,6.077015,0.679886,1.601284,2.158931,2.799665,0.58545,0.737556,16.787694,1.452658,Students,UNESCO-Kim-Care_Africa-ministudy-2020.pdf
"Bangkok: 
UNESCO.",0.993028,2.654653,3.012591,0.930344,8.434374,2.408069,1.512366,0.606495,0.551418,1.235199,0.797603,3.567212,0.984237,2.422344,1.396649,1.166057,6.552111,4.472326,11.855642,0.498005,3.081241,4.517736,2.895436,1.69083,5.142478,0.700521,5.652406,0.932524,0.831022,1.741502,1.022242,3.618581,0.987141,1.642509,1.559597,2.88353,0.46351,0.63214,2.787208,1.167124,International Institutions,UNESCO-Kim-Care_Africa-ministudy-2020.pdf
UNESCO (2016).,1.021435,2.201215,3.486373,0.428311,8.985264,1.576136,1.825865,0.582259,0.460316,0.877731,0.845148,1.511102,1.188858,1.815765,1.131574,1.133416,4.43406,4.717971,20.738722,0.720616,3.464491,2.130734,1.329405,0.822128,6.743303,0.384312,8.129555,0.843718,0.778874,1.530568,1.799575,1.468555,0.516144,0.91732,1.498987,1.715359,0.703021,1.163324,2.204144,2.174348,International Institutions,UNESCO-Kim-Care_Africa-ministudy-2020.pdf
